"nvestee_ompany_ame","nvestee_ompany_ation","nvestee_ompany_conomic_ector","nvestment_ate","ound_umber","nvestment_tage","irm_nvestor_ame","und_nvestor_ame","nvestor_quity_otal_illions","isclosed_und_quity_ontribution_illions","ound_quity_otal_illions","isclosed_ebt_ontribution_illions","eal_alue_illions","eal_ank_alue_illions","year"
"Mohalla Tech Pvt Ltd","India","Technology",2021-04-28,7,"Expansion","Twitter Ventures","Twitter Ventures - Unspecified Fund",100,0,502,0,0,502,2021
"Mohalla Tech Pvt Ltd","India","Technology",2021-04-28,7,"Expansion","Undisclosed Firm","Undisclosed Fund",100,0,502,0,0,502,2021
"Mohalla Tech Pvt Ltd","India","Technology",2021-07-27,8,"Expansion","Mirae Asset Venture Investment Co Ltd","Mirae Asset - Naver Asia Growth Fund",48,0,145,0,0,145,2021
"Mohalla Tech Pvt Ltd","India","Technology",2021-07-27,8,"Expansion","Moore Strategic Ventures LLC","Moore Strategic Ventures- Unspecified Fund",48,0,145,0,0,145,2021
"Mohalla Tech Pvt Ltd","India","Technology",2021-07-27,8,"Expansion","Temasek Holdings Pvt Ltd","Temasek Holdings (Pvt) Ltd - Unspecified Fund",48,0,145,0,0,145,2021
"Mohalla Tech Pvt Ltd","India","Technology",2021-12-16,9,"Expansion","Harbourvest Partners LLC","HarbourVest Partners LLC - Unspecified Fund",53,0,266,0,0,266,2021
"Mohalla Tech Pvt Ltd","India","Technology",2021-12-16,9,"Expansion","India Quotient Advisers Llp","India Quotient Opportunity Fund",53,0,266,0,0,266,2021
"Mohalla Tech Pvt Ltd","India","Technology",2021-12-16,9,"Expansion","Moore Strategic Ventures LLC","Moore Strategic Ventures- Unspecified Fund",53,0,266,0,0,266,2021
"Mohalla Tech Pvt Ltd","India","Technology",2021-12-16,9,"Expansion","Temasek Holdings Pvt Ltd","Temasek Holdings (Pvt) Ltd - Unspecified Fund",53,0,266,0,0,266,2021
"Mohalla Tech Pvt Ltd","India","Technology",2021-12-16,9,"Expansion","Undisclosed Firm","Undisclosed Fund",53,0,266,0,0,266,2021
"Mohalla Tech Pvt Ltd","India","Technology",2022-06-16,10,"Expansion","Temasek Holdings Pvt Ltd","Temasek Holdings (Pvt) Ltd - Unspecified Fund",85,0,255,0,0,255,2022
"Mohalla Tech Pvt Ltd","India","Technology",2022-06-16,10,"Expansion","Undisclosed Firm","Undisclosed Fund",85,0,255,0,0,255,2022
"Mohalla Tech Pvt Ltd","India","Technology",2022-06-16,10,"Expansion","Undisclosed Firm","Undisclosed Fund",85,0,255,0,0,255,2022
"Mohalla Tech Pvt Ltd","India","Technology",2024-03-27,11,"Bridge Loan","Alkeon Capital Management LLC","Alkeon Capital Management LLC - Unspecified Fund",7,0,49,0,0,49,2024
"Mohalla Tech Pvt Ltd","India","Technology",2024-03-27,11,"Bridge Loan","Harbourvest Partners LLC","HarbourVest Partners LLC - Unspecified Fund",7,0,49,0,0,49,2024
"Mohalla Tech Pvt Ltd","India","Technology",2024-03-27,11,"Bridge Loan","Lightspeed Management Co LLC","Lightspeed Venture Partners - Unspecified Fund",7,0,49,0,0,49,2024
"Mohalla Tech Pvt Ltd","India","Technology",2024-03-27,11,"Bridge Loan","Moore Strategic Ventures LLC","Moore Strategic Ventures- Unspecified Fund",7,0,49,0,0,49,2024
"Mohalla Tech Pvt Ltd","India","Technology",2024-03-27,11,"Bridge Loan","Temasek Holdings Pvt Ltd","Temasek Holdings (Pvt) Ltd - Unspecified Fund",7,0,49,0,0,49,2024
"Mohalla Tech Pvt Ltd","India","Technology",2024-03-27,11,"Bridge Loan","Tencent Investment","Tencent Investment - Unspecified Fund",7,0,49,0,0,49,2024
"Mohalla Tech Pvt Ltd","India","Technology",2024-03-27,11,"Bridge Loan","Undisclosed Firm","Undisclosed Fund",7,0,49,0,0,49,2024
"Mohalla Tech Pvt Ltd","India","Technology",2024-08-03,12,"Bridge Loan","EDB Investments Pte Ltd","EDB Investments Pte, Ltd. - Unspecified Fund",16,0,16,0,0,16,2024
"Mokobara Lifestyle Pvt Ltd","India","Consumer Cyclicals",2023-10-19,2,"Expansion","Saama Capital LLC","Saama Capital LLC - Unspecified Fund",2,2,4,0,0,4,2023
"Mokobara Lifestyle Pvt Ltd","India","Consumer Cyclicals",2023-10-19,2,"Expansion","Sauce Venture Capital","Sauce Venture Capital - Unspecified Fund",0,0,4,0,0,4,2023
"Mokobara Lifestyle Pvt Ltd","India","Consumer Cyclicals",2023-10-19,2,"Expansion","Touchstone Partners","Touchstone Partners Fund",0,0,4,0,0,4,2023
"Mokobara Lifestyle Pvt Ltd","India","Consumer Cyclicals",2023-10-19,2,"Expansion","Undisclosed Firm","Undisclosed Fund",0,0,4,0,0,4,2023
"Mokobara Lifestyle Pvt Ltd","India","Consumer Cyclicals",2023-10-19,2,"Expansion","Undisclosed Firm","Undisclosed Fund",0,0,4,0,0,4,2023
"Mokobara Lifestyle Pvt Ltd","India","Consumer Cyclicals",2023-10-19,2,"Expansion","Undisclosed Firm","Undisclosed Fund",0,0,4,0,0,4,2023
"Mokobara Lifestyle Pvt Ltd","India","Consumer Cyclicals",2024-02-26,3,"Expansion","Aditya Birla Ventures","Aditya Birla Ventures - Unspecified Fund",1,0,12,0,0,12,2024
"Mokobara Lifestyle Pvt Ltd","India","Consumer Cyclicals",2024-02-26,3,"Expansion","Peak Xv Partners","Peak XV Partners - Unspecified Fund",9,9,12,0,0,12,2024
"Mokobara Lifestyle Pvt Ltd","India","Consumer Cyclicals",2024-02-26,3,"Expansion","Saama Capital LLC","Saama Capital LLC - Unspecified Fund",1,0,12,0,0,12,2024
"Mokobara Lifestyle Pvt Ltd","India","Consumer Cyclicals",2024-02-26,3,"Expansion","Sauce Venture Capital","Sauce Venture Capital - Unspecified Fund",1,0,12,0,0,12,2024
"Molbio Diagnostics Limited","India","Healthcare",2020-03-04,1,"Acquisition","MOPE Investment Advisors Pvt Ltd","India Business Excellence Fund III",33,33,33,0,0,33,2020
"Momark Services Pvt Ltd","India","Technology",2016-03-02,1,"Expansion","Undisclosed Firm","Undisclosed Fund",0,0,1,0,0,1,2016
"Momark Services Pvt Ltd","India","Technology",2016-03-02,1,"Expansion","YourNest Capital Advisors Pvt Ltd","YourNest Angel Fund",0,0,1,0,0,1,2016
"Momoe Technologies Pvt Ltd","India","Technology",2015-02-26,1,"Expansion","Chiratae Ventures India Advisors Pvt Ltd","IDG Ventures India",0,0,1,0,0,1,2015
"Momoe Technologies Pvt Ltd","India","Technology",2015-02-26,1,"Expansion","India Quotient Advisers Llp","India Quotient - Unspecified Fund",0,0,1,0,0,1,2015
"Momoe Technologies Pvt Ltd","India","Technology",2015-02-26,1,"Expansion","Jungle Ventures Pte Ltd","Jungle Ventures - Unspecified Fund",0,0,1,0,0,1,2015
"Moms Home Pvt Ltd","India","Consumer Cyclicals",2024-01-29,1,"Expansion","Mistry Ventures LLP","Mistry Ventures - Unspecified Fund",1,0,1,0,0,1,2024
"Monarch Innovative Technologies Pvt Ltd","India","Technology",2010-09-27,1,"Expansion","Kalaari Capital Advisors Pvt Ltd","IndoUS Ventures Management, LLC",5,5,5,0,0,5,2010
"Moneyboxx Finance Ltd","India","Financials",2023-11-10,2,"Expansion","Undisclosed Firm","Undisclosed Fund",5,0,9,0,0,9,2023
"Moneyboxx Finance Ltd","India","Financials",2023-11-10,2,"Expansion","Undisclosed Firm","Undisclosed Fund",5,0,9,0,0,9,2023
"Moneyclub Technologies Pvt Ltd","India","Technology",2020-08-27,2,"Expansion","Keiretsu Forum","Keiretsu Forum - Unspecified Fund",0,0,0,0,0,0,2020
"Moneyclub Technologies Pvt Ltd","India","Technology",2020-08-27,2,"Expansion","LetsVenture Technologies Pvt Ltd","Future of India Fund",0,0,0,0,0,0,2020
"Moneyclub Technologies Pvt Ltd","India","Technology",2020-08-27,2,"Expansion","Undisclosed Firm","Undisclosed Fund",0,0,0,0,0,0,2020
"Moneyclub Technologies Pvt Ltd","India","Technology",2020-08-27,2,"Expansion","Venture Catalysts Pvt Ltd","Venture Catalysts Pvt Ltd - Unspecified Fund",0,0,0,0,0,0,2020
"Moneyclub Technologies Pvt Ltd","India","Technology",2021-09-28,3,"Expansion","Astarc Ventures","Astarc Ventures Fund",0,0,0,0,0,0,2021
"Moneyclub Technologies Pvt Ltd","India","Technology",2021-09-28,3,"Expansion","Blume Venture Advisors Pvt Ltd","Blume Founders Fund",0,0,0,0,0,0,2021
"Moneyclub Technologies Pvt Ltd","India","Technology",2021-09-28,3,"Expansion","Keiretsu Forum","Keiretsu Forum - Unspecified Fund",0,0,0,0,0,0,2021
"Moneyclub Technologies Pvt Ltd","India","Technology",2021-09-28,3,"Expansion","LetsVenture Technologies Pvt Ltd","LetsVenture Technologies Pvt Ltd - Unspecified Fund",0,0,0,0,0,0,2021
"Moneyclub Technologies Pvt Ltd","India","Technology",2021-09-28,3,"Expansion","Rockstud Capital LLP","Rockstud Capital Investment Fund - Series I",0,0,0,0,0,0,2021
"Moneyclub Technologies Pvt Ltd","India","Technology",2021-09-28,3,"Expansion","SOSV Investments LLC","SOS Ventures - Unspecified Fund",0,0,0,0,0,0,2021
"Moneyclub Technologies Pvt Ltd","India","Technology",2021-09-28,3,"Expansion","Undisclosed Firm","Undisclosed Fund",0,0,0,0,0,0,2021
"Moneyclub Technologies Pvt Ltd","India","Technology",2021-09-28,3,"Expansion","Venture Catalysts Pvt Ltd","Venture Catalysts Pvt Ltd - Unspecified Fund",0,0,0,0,0,0,2021
"Moneyclub Technologies Pvt Ltd","India","Technology",2022-09-05,4,"Expansion","SOSV Investments LLC","SOS Ventures - Unspecified Fund",0,0,0,0,0,0,2022
"Moneyclub Technologies Pvt Ltd","India","Technology",2023-04-01,5,"Expansion","Z21 Ventures","Z21 Ventures Fund",0,0,0,0,0,0,2023
"Monitra Healthcare Pvt Ltd","India","Healthcare",2023-08-05,1,"Expansion","91 Ventures","91 Ventures - Unspecified Fund",0,0,0,0,0,0,2023
"Monitra Healthcare Pvt Ltd","India","Healthcare",2023-08-05,1,"Expansion","AWE Funds LLC","AWE Funds India",0,0,0,0,0,0,2023
"Monitra Healthcare Pvt Ltd","India","Healthcare",2023-08-05,1,"Expansion","Indian Angel Network Services Pvt Ltd","Indian Angel Network - Unspecified Fund",0,0,0,0,0,0,2023
"Monitra Healthcare Pvt Ltd","India","Healthcare",2023-08-05,1,"Expansion","Lavni Ventures USA LLC","Lavni Ventures - Unspecified Fund",0,0,0,0,0,0,2023
"Monitra Healthcare Pvt Ltd","India","Healthcare",2023-08-05,1,"Expansion","Undisclosed Firm","Undisclosed Fund",0,0,0,0,0,0,2023
"Monitra Healthcare Pvt Ltd","India","Healthcare",2023-08-05,1,"Expansion","Undisclosed Firm","Undisclosed Fund",0,0,0,0,0,0,2023
"Monitra Healthcare Pvt Ltd","India","Healthcare",2023-08-05,1,"Expansion","Undisclosed Firm","Undisclosed Fund",0,0,0,0,0,0,2023
"Monitra Healthcare Pvt Ltd","India","Healthcare",2023-12-18,2,"Expansion","Equanimity Investments Ltd","Equanimity Investments Fund",1,0,2,0,0,2,2023
"Monitra Healthcare Pvt Ltd","India","Healthcare",2023-12-18,2,"Expansion","Kotak Alternate Asset Managers Limited","Kotak Investment Advisors, Ltd. - Unspecified Fund",1,0,2,0,0,2,2023
"Monkhood Living Solutions Pvt Ltd","India","Real Estate",2023-07-27,1,"Expansion","Startup India Seed Fund Scheme","Startup India Seed Fund Scheme",0,0,0,0,0,0,2023
"Monnet Power Co Ltd","India","Utilities",2010-07-02,1,"Acquisition","Blackstone Inc","Blackstone Group, L.P. - Unspecified Fund",59,59,59,0,59,59,2010
"Monsoon Credittech Private Ltd","India","Technology",2022-11-09,1,"Expansion","Dmi Alternatives Pvt Ltd","DMI Alternative Investments Sparkle Fund",0,0,0,0,0,0,2022
"Monsoon Credittech Private Ltd","India","Technology",2022-11-09,1,"Expansion","HDFC Venture Capital Ltd","HDFC Venture Capital, Ltd. - Unspecified Fund",0,0,0,0,0,0,2022
"Monsoon Credittech Private Ltd","India","Technology",2022-11-09,1,"Expansion","Undisclosed Firm","Undisclosed Fund",0,0,0,0,0,0,2022
"Monte Carlo Fashions Ltd","India","Consumer Cyclicals",2012-06-06,1,"Acquisition","Samara Capital Management Ltd","Samara Capital Partners Fund I, Ltd.",32,32,32,0,32,32,2012
"Moods Hospitality Pvt Ltd","India","Consumer Cyclicals",2006-11-28,1,"Expansion","Z47","Matrix India Fund",6,6,6,0,0,6,2006
"Moolchand Healthcare","India","Healthcare",2012-05-10,1,"Expansion","Peak Xv Partners","Peak XV Partners - Unspecified Fund",19,19,19,0,0,19,2012
"Mopp Foods Pvt Ltd","India","Consumer Non-Cyclicals",2023-01-20,1,"Expansion","Undisclosed Firm","Undisclosed Fund",0,0,0,0,0,0,2023
"More Retail Pvt Ltd","India","Consumer Cyclicals",2019-03-28,1,"Pending Acquisition","Samara Capital Management Ltd","Samara Capital Partners Fund II, Ltd.",0,0,0,0,0,0,2019
"More Retail Pvt Ltd","India","Consumer Cyclicals",2019-03-28,1,"Pending Acquisition","Undisclosed Firm","Undisclosed Fund",0,0,0,0,0,0,2019
"More Retail Pvt Ltd","India","Consumer Cyclicals",2020-09-18,2,"Acquisition","Samara Capital Management Ltd","Samara Capital Partners Fund II, Ltd.",19,0,37,0,37,37,2020
"More Retail Pvt Ltd","India","Consumer Cyclicals",2020-09-18,2,"Acquisition","Undisclosed Firm","Undisclosed Fund",19,0,37,0,37,37,2020
"More Retail Pvt Ltd","India","Consumer Cyclicals",2024-09-30,3,"Acquisition","Samara Capital Management Ltd","Samara Capital Continuation Fund",0,0,0,0,41,41,2024
"More Retail Pvt Ltd","India","Consumer Cyclicals",2024-09-30,3,"Acquisition","Undisclosed Firm","Undisclosed Fund",0,0,0,0,41,41,2024
"Morepen Laboratories Ltd","India","Healthcare",2007-06-05,1,"PIPE","Intermediate Capital Group PLC","Merlion India Fund",0,0,0,0,0,0,2007
"MORF India Ltd","India","Utilities",2013-02-01,1,"LBO","Capvent AG","Capvent Asia Consumption Co-investment Fund",0,0,0,0,2,2,2013
"Moshe'S Fine Foods Pvt Ltd","India","Consumer Cyclicals",2013-09-20,1,"LBO","New Silk Route Partners LLC","New Silk Route Partners LLC - Unspecified Fund",0,0,0,0,0,0,2013
"Moshpit Technologies Pvt Ltd","India","Industrials",2022-06-20,1,"Expansion","A91 Partners LLP","A91 Partners Fund II",4,0,15,0,0,15,2022
"Moshpit Technologies Pvt Ltd","India","Industrials",2022-06-20,1,"Expansion","Aditya Birla PE Advisors Pvt Ltd","Aditya Birla Private Equity - Fund I",4,0,15,0,0,15,2022
"Moshpit Technologies Pvt Ltd","India","Industrials",2022-06-20,1,"Expansion","Arali Ventures LLP","Arali Ventures LLC - Unspecified Fund",4,0,15,0,0,15,2022
"Moshpit Technologies Pvt Ltd","India","Industrials",2022-06-20,1,"Expansion","Flipkart Ventures","Flipkart Early Stage Startups Fund",4,0,15,0,0,15,2022
"Motilal Oswal Financial Services, Ltd.","India","Financials",2006-04-12,1,"Expansion","Deer Management Co LLC","Bessemer Venture Partners - Unspecified Fund",7,7,28,0,0,28,2006
"Motilal Oswal Financial Services, Ltd.","India","Financials",2006-04-12,1,"Expansion","New Vernon Pvt Equity Ltd","New Vernon Private Equity - Unspecified Fund",21,0,28,0,0,28,2006
"Motilal Oswal Home Finance Ltd","India","Financials",2016-07-15,1,"Acquisition","International Finance Corp","International Finance Corp - Unspecified Fund",0,0,0,0,0,0,2016
"Mountain Trail Foods Pvt Ltd","India","Consumer Cyclicals",2015-09-16,1,"Expansion","DSG Consumer Partners","DSG Consumer Partners - Unspecified Fund",3,0,10,0,0,10,2015
"Mountain Trail Foods Pvt Ltd","India","Consumer Cyclicals",2015-09-16,1,"Expansion","Eight Roads Services (UK) Ltd","Fidelity Growth Partners Europe - Unspecified Fund",3,0,10,0,0,10,2015
"Mountain Trail Foods Pvt Ltd","India","Consumer Cyclicals",2015-09-16,1,"Expansion","Saama Capital LLC","Saama Capital LLC - Unspecified Fund",3,0,10,0,0,10,2015
"MoveInSync Technology Solutions Pvt Ltd","India","Technology",2014-08-07,1,"Expansion","Inventus Capital Partners","Inventus Capital Partners Fund II, Ltd.",1,0,4,0,0,4,2014
"MoveInSync Technology Solutions Pvt Ltd","India","Technology",2014-08-07,1,"Expansion","Qualcomm Ventures","Qualcomm Ventures - Unspecified Fund",1,0,4,0,0,4,2014
"MoveInSync Technology Solutions Pvt Ltd","India","Technology",2014-08-07,1,"Expansion","Saama Capital LLC","Saama Capital LLC - Unspecified Fund",1,0,4,0,0,4,2014
"Mpaani Solutions Pvt Ltd","India","Technology",2019-12-11,3,"Expansion","Candy Ventures SARL","Candy Ventures SARL - Unspecified Fund",0,0,0,0,0,0,2019
"Mpaani Solutions Pvt Ltd","India","Technology",2021-10-28,4,"Expansion","Alumni Ventures Group LLC","AVGSF - Arris 2021, LLC",2,0,18,0,0,18,2021
"Mpaani Solutions Pvt Ltd","India","Technology",2021-10-28,4,"Expansion","Arca Continental SAB de CV","AC Ventures - Unspecified Fund",2,0,18,0,0,18,2021
"Mpaani Solutions Pvt Ltd","India","Technology",2021-10-28,4,"Expansion","Blume Venture Advisors Pvt Ltd","Blume Venture Advisors - Unspecified Fund",2,0,18,0,0,18,2021
"Mpaani Solutions Pvt Ltd","India","Technology",2021-10-28,4,"Expansion","Candy Ventures SARL","Candy Ventures SARL - Unspecified Fund",2,0,18,0,0,18,2021
"Mpaani Solutions Pvt Ltd","India","Technology",2021-10-28,4,"Expansion","Chiratae Ventures India Advisors Pvt Ltd","Chiratae Ventures India Advisors Pvt Ltd - Unspecified Fund",2,0,18,0,0,18,2021
"Mpaani Solutions Pvt Ltd","India","Technology",2021-10-28,4,"Expansion","Commerce Ventures Management LLC","Commerce Ventures Management LLC - Unspecified Fund",2,0,18,0,0,18,2021
"Mpaani Solutions Pvt Ltd","India","Technology",2021-10-28,4,"Expansion","Undisclosed Firm","Undisclosed Fund",2,0,18,0,0,18,2021
"Mpaani Solutions Pvt Ltd","India","Technology",2021-10-28,4,"Expansion","Undisclosed Firm","Undisclosed Fund",2,0,18,0,0,18,2021
"Mpaani Solutions Pvt Ltd","India","Technology",2021-10-28,4,"Expansion","Undisclosed Firm","Undisclosed Fund",2,0,18,0,0,18,2021
"Mpaani Solutions Pvt Ltd","India","Technology",2021-10-28,4,"Expansion","Undisclosed Firm","Undisclosed Fund",2,0,18,0,0,18,2021
"Mpaani Solutions Pvt Ltd","India","Technology",2021-10-28,4,"Expansion","Vulcan Capital Group LLC","Vulcan Capital - Unspecified Fund",2,0,18,0,0,18,2021
"MphasiS Ltd","India","Technology",2009-03-11,3,"Open Market Purchase","Baring Private Equity Partners India Ltd","Baring India Private Equity Fund III, Ltd.",25,0,25,0,0,25,2009
"MphasiS Ltd","India","Technology",2009-08-14,4,"PIPE","Baring Private Equity Partners India Ltd","Baring India Private Equity Fund III, Ltd.",0,0,0,0,0,0,2009
"MphasiS Ltd","India","Technology",2016-09-01,5,"LBO","Blackstone Inc","Blackstone Group, L.P. - Unspecified Fund",0,0,0,0,825,825,2016
"MphasiS Ltd","India","Technology",2018-11-08,6,"PIPE","Blackstone Inc","Blackstone Group, L.P. - Unspecified Fund",0,0,0,0,0,0,2018
"MphasiS Ltd","India","Technology",2020-04-02,7,"Open Market Purchase","Blackstone Inc","Blackstone Group, L.P. - Unspecified Fund",69,0,69,0,0,69,2020
"MphasiS Ltd","India","Technology",2021-09-22,8,"PIPE","Blackstone Inc","Blackstone Group, L.P. - Unspecified Fund",94,0,94,0,0,94,2021
"Mswipe Technologies Pvt Ltd","India","Technology",2015-07-23,3,"Expansion","Alpha Wave Global LP","Alpha Wave Global LP - Unspecified Fund",4,0,25,0,0,25,2015
"Mswipe Technologies Pvt Ltd","India","Technology",2015-07-23,3,"Expansion","DSG Consumer Partners","DSG Consumer Partners - Unspecified Fund",4,0,25,0,0,25,2015
"Mswipe Technologies Pvt Ltd","India","Technology",2015-07-23,3,"Expansion","Undisclosed Firm","Undisclosed Fund",4,0,25,0,0,25,2015
"Mswipe Technologies Pvt Ltd","India","Technology",2015-07-23,3,"Expansion","Undisclosed Firm","Undisclosed Fund",4,0,25,0,0,25,2015
"Mswipe Technologies Pvt Ltd","India","Technology",2015-07-23,3,"Expansion","Undisclosed Firm","Undisclosed Fund",4,0,25,0,0,25,2015
"Mswipe Technologies Pvt Ltd","India","Technology",2015-07-23,3,"Expansion","Z47","Matrix Partners India II LLC",4,0,25,0,0,25,2015
"Mswipe Technologies Pvt Ltd","India","Technology",2017-06-21,4,"Expansion","Alpha Wave Global LP","Alpha Wave Global LP - Unspecified Fund",8,0,31,0,0,31,2017
"Mswipe Technologies Pvt Ltd","India","Technology",2017-06-21,4,"Expansion","DSG Consumer Partners","DSG Consumer Partners - Unspecified Fund",8,0,31,0,0,31,2017
"Mswipe Technologies Pvt Ltd","India","Technology",2017-06-21,4,"Expansion","Undisclosed Firm","Undisclosed Fund",8,0,31,0,0,31,2017
"Mswipe Technologies Pvt Ltd","India","Technology",2017-06-21,4,"Expansion","Z47","Matrix Partners India II LLC",8,0,31,0,0,31,2017
"Mswipe Technologies Pvt Ltd","India","Technology",2017-12-07,5,"Expansion","B Capital Group Management LP","B Capital Fund, L.P.",5,0,10,0,0,10,2017
"Mswipe Technologies Pvt Ltd","India","Technology",2017-12-07,5,"Expansion","DSG Consumer Partners","DSG Consumer Partners - Unspecified Fund",5,0,10,0,0,10,2017
"Mswipe Technologies Pvt Ltd","India","Technology",2018-08-07,6,"Expansion","Epiq Capital Investment Advisory LLP","Epiq Capital, L.P.",0,0,0,0,0,0,2018
"MT Educare Pvt, Ltd.","India","Industrials",2007-08-29,1,"Acquisition","Helix Investments Ltd","Helix Investments, Inc.",0,0,0,0,12,12,2007
"MTAR Technologies Ltd","India","Industrials",2007-11-07,1,"Acquisition","Blackstone Inc","Blackstone Group, L.P. - Unspecified Fund",0,0,0,0,65,65,2007
"Mudra Communications Pvt Ltd","India","Consumer Cyclicals",2011-10-30,1,"LBO","Omnicom Group Inc","Omnicom Group Inc. - Unspecified Fund",0,0,0,0,100,100,2011
"Mudra Lifestyle, Ltd.","India","Consumer Cyclicals",2007-01-25,1,"Bridge Loan","SIDBI Venture Capital Ltd","SME Growth Fund",2,0,3,0,0,3,2007
"Mudra Lifestyle, Ltd.","India","Consumer Cyclicals",2007-01-25,1,"Bridge Loan","Undisclosed Firm","Undisclosed Fund",2,0,3,0,0,3,2007
"Mufin Finance","India","Financials",2022-10-03,1,"Expansion","Incofin Investment Management Cva","Incofin India Progress Fund",6,0,6,0,0,6,2022
"Mukunda Foods Pvt Ltd","India","Industrials",2018-09-27,2,"Expansion","Ncubate Capital Partners","Ncubate Capital Partners Fund",0,0,0,0,0,0,2018
"Multi Commodity Exchange of India Ltd","India","Financials",2007-09-29,1,"Acquisition","Citigroup Private Equity LP","Citigroup Private Equity - Unspecified Fund",0,0,0,0,0,0,2007
"Multi Commodity Exchange of India Ltd","India","Financials",2007-09-29,1,"Acquisition","Merrill Lynch Capital Partners  Inc","Merrill Lynch Capital Partners - Unspecified Fund",0,0,0,0,0,0,2007
"Multi Commodity Exchange of India Ltd","India","Financials",2007-12-15,2,"Acquisition","ICICI Venture Funds Management Company Ltd","ICICI Venture Funds Management Co Ltd - Unspecified Fund",0,0,0,0,0,0,2007
"Multi Commodity Exchange of India Ltd","India","Financials",2007-12-15,2,"Acquisition","IL & FS Investment Managers Ltd","IL&FS Investment Managers, Ltd. - Unspecified Fund",0,0,0,0,0,0,2007
"Multi Commodity Exchange of India Ltd","India","Financials",2007-12-15,2,"Acquisition","Kotak Alternate Asset Managers Limited","Kotak Investment Advisors, Ltd. - Unspecified Fund",0,0,0,0,0,0,2007
"Multi Commodity Exchange of India Ltd","India","Financials",2010-03-25,3,"Expansion","Intel Capital Corp","Intel Capital India Technology Fund",0,0,0,0,0,0,2010
"Multi Commodity Exchange of India Ltd","India","Financials",2013-03-08,4,"Open Market Purchase","Blackstone Inc","Blackstone Group, L.P. - Unspecified Fund",19,19,19,0,0,19,2013
"Multipl Wealth Management Pvt Ltd","India","Technology",2024-07-17,2,"Expansion","Blume Venture Advisors Pvt Ltd","Blume Venture Advisors - Unspecified Fund",1,0,2,0,0,2,2024
"Multipl Wealth Management Pvt Ltd","India","Technology",2024-07-17,2,"Expansion","Mixi Global Investments Inc","MIXI Global Investments Inc - Unspecified Fund",1,0,2,0,0,2,2024
"Mumbai Economic Development Zone","India","Real Estate",2007-12-14,1,"Real Estate","GFH Financial Group BSC","GFH Financial Group BSC-Unspecified Fund",630,630,630,0,0,630,2007
"Mumbai Slum Redevelopment Project","India","Industrials",2012-05-17,1,"Real Estate","360 One Wam Group","IIFL Real Estate Fund (Domestic) Series 1",15,15,15,0,0,15,2012
"Murli Krishna Pharma Pvt Ltd","India","Healthcare",2020-06-17,1,"Acquisition","Evolvence Capital Ltd","Evolvence India Life Sciences Fund III",9,9,9,0,9,9,2020
"Mushin Innovation Labs Pvt Ltd","India","Technology",2024-11-14,1,"Expansion","Inflection Point Ventures","Inflection Point Ventures - Unspecified Fund",0,0,0,0,0,0,2024
"Music Broadcast Ltd","India","Consumer Cyclicals",2005-01-31,1,"Expansion","True North Ventures Pvt Ltd","True North- Unspecified Fund",0,0,0,0,0,0,2005
"Muthoot Capital Services Ltd","India","Financials",2021-02-23,1,"Open Market Purchase","Elevation Capital","SAIF Partners India VI Ltd",0,0,0,0,0,0,2021
"Muthoot Finance, Ltd.","India","Financials",2010-08-24,1,"Acquisition","Baring Private Equity Partners India Ltd","Baring India Private Equity Fund III, Ltd.",1,0,11,0,43,43,2010
"Muthoot Finance, Ltd.","India","Financials",2010-08-24,1,"Acquisition","Kotak Alternate Asset Managers Limited","Kotak Investment Advisors, Ltd. - Unspecified Fund",9,9,11,0,43,43,2010
"Muthoot Finance, Ltd.","India","Financials",2010-08-24,1,"Acquisition","Z47","Matrix India Fund",1,0,11,0,43,43,2010
"Muthoot Finance, Ltd.","India","Financials",2011-04-18,2,"Acquisition","Baring Private Equity Partners India Ltd","Baring India Private Equity Fund III, Ltd.",3,0,29,0,29,29,2011
"Muthoot Finance, Ltd.","India","Financials",2011-04-18,2,"Acquisition","Undisclosed Firm","Undisclosed Fund",3,0,29,0,29,29,2011
"Muthoot Finance, Ltd.","India","Financials",2011-04-18,2,"Acquisition","Undisclosed Firm","Undisclosed Fund",3,0,29,0,29,29,2011
"Muthoot Finance, Ltd.","India","Financials",2011-04-18,2,"Acquisition","Undisclosed Firm","Undisclosed Fund",3,0,29,0,29,29,2011
"Muthoot Finance, Ltd.","India","Financials",2011-04-18,2,"Acquisition","Undisclosed Firm","Undisclosed Fund",3,0,29,0,29,29,2011
"Muthoot Finance, Ltd.","India","Financials",2011-04-18,2,"Acquisition","Undisclosed Firm","Undisclosed Fund",3,0,29,0,29,29,2011
"Muthoot Finance, Ltd.","India","Financials",2011-04-18,2,"Acquisition","Undisclosed Firm","Undisclosed Fund",3,0,29,0,29,29,2011
"Muthoot Finance, Ltd.","India","Financials",2011-04-18,2,"Acquisition","Undisclosed Firm","Undisclosed Fund",3,0,29,0,29,29,2011
"Muthoot Finance, Ltd.","India","Financials",2011-04-18,2,"Acquisition","Undisclosed Firm","Undisclosed Fund",3,0,29,0,29,29,2011
"Muthoot Finance, Ltd.","India","Financials",2011-04-18,2,"Acquisition","Undisclosed Firm","Undisclosed Fund",3,0,29,0,29,29,2011
"Muthoot Finance, Ltd.","India","Financials",2011-04-18,2,"Acquisition","Undisclosed Firm","Undisclosed Fund",3,0,29,0,29,29,2011
