"total_records","mean_ound_umber","median_ound_umber","max_ound_umber","mean_nvestor_quity_otal_illions","median_nvestor_quity_otal_illions","max_nvestor_quity_otal_illions","mean_isclosed_und_quity_ontribution_illions","median_isclosed_und_quity_ontribution_illions","max_isclosed_und_quity_ontribution_illions","mean_ound_quity_otal_illions","median_ound_quity_otal_illions","max_ound_quity_otal_illions","mean_isclosed_ebt_ontribution_illions","median_isclosed_ebt_ontribution_illions","max_isclosed_ebt_ontribution_illions","mean_eal_alue_illions","median_eal_alue_illions","max_eal_alue_illions","mean_eal_ank_alue_illions","median_eal_ank_alue_illions","max_eal_ank_alue_illions"
13552,3.23413518299882,2,24,12.1255903187721,1,5810,6.20321723730815,0,5810,45.5746015348288,4,15335,1.20698051948052,0,750,29.3906434474616,0,15335,56.8619391971665,6,15335
