"total_records","mean_roceeds_mt_verallot_old_ll_arkets","median_roceeds_mt_verallot_old_ll_arkets","max_roceeds_mt_verallot_old_ll_arkets","mean_ank_alue_ncl_et_ebt_um","median_ank_alue_ncl_et_ebt_um","max_ank_alue_ncl_et_ebt_um","mean_ank_alue_ncl_et_ebt_verage","median_ank_alue_ncl_et_ebt_verage","max_ank_alue_ncl_et_ebt_verage","mean_ank_alue_ncl_et_ebt_edian","median_ank_alue_ncl_et_ebt_edian","max_ank_alue_ncl_et_ebt_edian","mean_eal_alue_verage","median_eal_alue_verage","max_eal_alue_verage","mean_eal_alue_um","median_eal_alue_um","max_eal_alue_um","mean_eal_alue_edian","median_eal_alue_edian","max_eal_alue_edian","mean_alue_of_arnout_verage","median_alue_of_arnout_verage","max_alue_of_arnout_verage","mean_alue_of_arnout_um","median_alue_of_arnout_um","max_alue_of_arnout_um","mean_alue_of_arnout_edian","median_alue_of_arnout_edian","max_alue_of_arnout_edian","mean_urchase_rice_verage","median_urchase_rice_verage","max_urchase_rice_verage","mean_urchase_rice_um","median_urchase_rice_um","max_urchase_rice_um","mean_urchase_rice_edian","median_urchase_rice_edian","max_urchase_rice_edian","mean_ime_to_xit_ears","median_ime_to_xit_ears","max_ime_to_xit_ears","mean_o_of_eals","median_o_of_eals","max_o_of_eals","mean_o_of_s","median_o_of_s","max_o_of_s","mean_o_of_eals_w_eal_alue","median_o_of_eals_w_eal_alue","max_o_of_eals_w_eal_alue"
716,141.239664804469,0,50563.82,159.257723463687,0,57014.25,79.8090363128492,0,15999.55,79.6288826815642,0,15999.55,77.9805586592179,0,15999.55,155.135907821229,0,55538.65,77.6495251396648,0,15999.55,0.275460893854749,0,82.25,0.482053072625698,0,172.57,0.252905027932961,0,82.25,78.3815921787709,0,15999.55,156.409315642458,0,55994.53,78.2046648044693,0,15999.55,5.49664804469274,5,26.2,1.99720670391061,1,715,0.762569832402235,0,273,0.525139664804469,0,188
