Investee Company Name,Investee Company Nation,Investee Company TRBC Economic Sector,Investment Date,Round Number,Investment Stage,Firm Investor Name,Fund Investor Name,"Investor Equity Total
(USD, Millions)","Disclosed Fund Equity Contribution
(USD, Millions)","Round Equity Total
(USD, Millions)","Disclosed Debt Contribution
(USD, Millions)","Deal Value
(USD, Millions)","Deal Rank Value
(USD, Millions)"
Ncome Tech Solutions Pvt Ltd,India,Technology,2023-05-10,3,Expansion,Infoedge Capital Pvt Ltd,Infoedge Capital Pvt Ltd - Unspecified Fund,1,0,5,0,0,5
Ncome Tech Solutions Pvt Ltd,India,Technology,2023-05-10,3,Expansion,Piper Serica Angel Fund,Piper Serica Angel Fund - Unspecified Fund,1,0,5,0,0,5
Ncome Tech Solutions Pvt Ltd,India,Technology,2023-05-10,3,Expansion,Undisclosed Firm,Undisclosed Fund,1,0,5,0,0,5
Ncome Tech Solutions Pvt Ltd,India,Technology,2023-05-10,3,Expansion,Undisclosed Firm,Undisclosed Fund,1,0,5,0,0,5
Ncome Tech Solutions Pvt Ltd,India,Technology,2023-05-10,3,Expansion,Venture Catalysts Pvt Ltd,Venture Catalysts Pvt Ltd - Unspecified Fund,1,0,5,0,0,5
Ncome Tech Solutions Pvt Ltd,India,Technology,2023-09-25,4,Expansion,100Unicorns,100Unicorns - Unspecified Fund,1,0,6,0,0,6
Ncome Tech Solutions Pvt Ltd,India,Technology,2023-09-25,4,Expansion,Capital 2b,Capital 2B - Unspecified Fund,1,0,6,0,0,6
Ncome Tech Solutions Pvt Ltd,India,Technology,2023-09-25,4,Expansion,Flipkart Ventures,Flipkart Early Stage Startups Fund,0,0,6,0,0,6
Ncome Tech Solutions Pvt Ltd,India,Technology,2023-09-25,4,Expansion,IIFL Finance Ltd,IIFL Fintech Fund,1,0,6,0,0,6
Ncome Tech Solutions Pvt Ltd,India,Technology,2023-09-25,4,Expansion,Undisclosed Firm,Undisclosed Fund,1,0,6,0,0,6
NCP Commercials Pvt Ltd,India,Consumer Non-Cyclicals,2019-12-26,1,LBO,Varde Partners Inc,"Varde Partners, Inc. - Unspecified Fund",0,0,0,0,0,0
NDR Group,India,Industrials,2007-12-31,1,Expansion,Kotak Alternate Asset Managers Limited,Kotak India Real Estate Fund - I,0,0,0,0,0,0
NDR Warehousing Pvt Ltd,India,Industrials,2022-02-09,1,Acquisition,Investcorp Holdings BSC,Investcorp Holdings - Unspecified Fund,0,0,0,0,55,55
NDR Warehousing Pvt Ltd,India,Industrials,2022-02-09,1,Acquisition,Undisclosed Firm,Undisclosed Fund,0,0,0,0,55,55
NDR Warehousing Pvt Ltd,India,Industrials,2023-07-03,2,Acquisition,Investcorp Holdings BSC,Investcorp Holdings - Unspecified Fund,0,0,0,0,61,61
NDTV Networks Ltd,India,Consumer Cyclicals,2005-09-16,1,Acquisition,General Atlantic LLC,General Atlantic LLC - Unspecified Fund,0,0,0,0,0,0
NDTV Networks Ltd,India,Consumer Cyclicals,2007-05-31,3,Acquisition,Csfb Private Equity Advisers,Credit Suisse Private Equity - Unspecified Fund,7,0,27,0,27,27
NDTV Networks Ltd,India,Consumer Cyclicals,2007-05-31,3,Acquisition,Goldman Sachs Asset Management International LLC,Goldman Sachs Asset Management  - Unspecified Fund,7,0,27,0,27,27
NDTV Networks Ltd,India,Consumer Cyclicals,2007-05-31,3,Acquisition,Trilantic Capital Management LP,Trilantic Capital Partners - Unspecified Fund,7,0,27,0,27,27
NDTV Networks Ltd,India,Consumer Cyclicals,2007-05-31,3,Acquisition,Velocity,Fuse Capital - Unspecified Fund,7,0,27,0,27,27
Nectar Lifesciences Ltd,India,Healthcare,2008-08-25,2,PIPE,Citi Venture Capital International,Citigroup Venture Capital International,0,0,0,0,0,0
Nectar Lifesciences Ltd,India,Healthcare,2008-08-25,2,PIPE,Undisclosed Firm,Undisclosed Fund,0,0,0,0,0,0
Nectar Lifesciences Ltd,India,Healthcare,2010-03-02,3,PIPE,New Silk Route Partners LLC,"New Silk Route PE Asia Fund- A, L.P.",55,55,55,0,0,55
Neemans Pvt Ltd,India,Consumer Cyclicals,2022-06-03,4,Expansion,Anicut Capital LLP,Grand Anicut Fund II,2,2,5,0,0,5
Neemans Pvt Ltd,India,Consumer Cyclicals,2022-06-03,4,Expansion,Dominor Investment Holding LLP,Dominor Investment Holding LLP - Unspecified Fund,0,0,5,0,0,5
Neemans Pvt Ltd,India,Consumer Cyclicals,2022-06-03,4,Expansion,Sixth Sense Ventures Advisors LLP,Sixth Sense India Opportunities III,3,3,5,0,0,5
Neemans Pvt Ltd,India,Consumer Cyclicals,2022-06-03,4,Expansion,Undisclosed Firm,Undisclosed Fund,0,0,5,0,0,5
Neemans Pvt Ltd,India,Consumer Cyclicals,2022-06-03,4,Expansion,Undisclosed Firm,Undisclosed Fund,0,0,5,0,0,5
Neesa Leisure Ltd,India,Consumer Cyclicals,2008-06-09,1,Expansion,Axis Pvt Equity Ltd,Axis Private Equity - Unspecified Fund,19,19,19,0,0,19
Neev Knowledge Management Private Ltd,India,Industrials,2011-09-16,1,Expansion,Accel Partners Management LLP,Accel Partners & Co Inc - Unspecified Fund,0,0,0,0,0,0
Neev Knowledge Management Private Ltd,India,Industrials,2014-04-04,2,Expansion,Accel Partners Management LLP,Accel Partners & Co Inc - Unspecified Fund,1,0,1,0,0,1
Neewee Analytics,India,Technology,2019-04-15,1,Expansion,360 One Wam Group,IIFL India Private Equity Fund,2,0,4,0,0,4
Neewee Analytics,India,Technology,2019-04-15,1,Expansion,Undisclosed Firm,Undisclosed Fund,2,0,4,0,0,4
Nehat Tech Solutions Pvt Ltd,India,Financials,2022-04-04,2,Expansion,Ascent Capital Advisors India Pvt Ltd,Ascent Capital Advisors - Unspecified Fund,4,0,20,0,0,20
Nehat Tech Solutions Pvt Ltd,India,Financials,2022-04-04,2,Expansion,Axilor Ventures Pvt Ltd,Axilor Ventures Pvt Ltd - Unspecified Fund,4,0,20,0,0,20
Nehat Tech Solutions Pvt Ltd,India,Financials,2022-04-04,2,Expansion,Baring Private Equity Partners India Ltd,"Baring India Private Equity Fund IV, Ltd.",4,0,20,0,0,20
Nehat Tech Solutions Pvt Ltd,India,Financials,2022-04-04,2,Expansion,"Mayfield Fund, LLC.","Mayfield India II, Ltd.",4,0,20,0,0,20
Nehat Tech Solutions Pvt Ltd,India,Financials,2022-04-04,2,Expansion,White Venture Capital,White Venture Fintech Fund,4,0,20,0,0,20
Neilsoft Ltd,India,Industrials,2007-10-10,4,Expansion,Trident Capital Inc,"Trident Capital Fund - VI, L.P.",7,7,7,0,0,7
Neilsoft Ltd,India,Industrials,2008-10-23,5,Acquisition for Expansion,Trident Capital Inc,"Trident Capital Fund - VI, L.P.",0,0,0,0,0,0
Neilsoft Ltd,India,Industrials,2009-02-19,6,Expansion,Blade Partners LLC,Blade Partners - Unspecified Fund,0,0,0,0,0,0
Neo Anurena Tristar Food Products Pvt Ltd,India,Consumer Non-Cyclicals,2012-05-22,1,LBO,Pragma Business Ventures Pvt Ltd,Ambit Pragma Fund II,0,0,0,0,0,0
Neo Sports Broadcast Pvt Ltd,India,Consumer Cyclicals,2009-04-16,1,Acquisition,3i Group PLC,3i Group PLC - Unspecified Fund,26,0,52,0,52,52
Neo Sports Broadcast Pvt Ltd,India,Consumer Cyclicals,2009-04-16,1,Acquisition,Oman Investment Corp SAOC,Oman Investment Corporation - Unspecified Fund,26,0,52,0,52,52
Neonatal Care & Research Institute Pvt Ltd,India,Healthcare,2016-07-22,1,Acquisition,Norwest Venture Partners,Norwest Venture Partners - Unspecified Fund,0,0,0,0,0,0
Nephrocare Health Services Pvt Ltd,India,Healthcare,2014-06-12,2,Expansion,Deer Management Co LLC,Bessemer Venture Partners - Unspecified Fund,3,3,10,0,0,10
Nephrocare Health Services Pvt Ltd,India,Healthcare,2014-06-12,2,Expansion,International Finance Corp,International Finance Corp - Unspecified Fund,7,7,10,0,0,10
Nephrocare Health Services Pvt Ltd,India,Healthcare,2016-08-24,3,Expansion,International Finance Corp,International Finance Corp - Unspecified Fund,7,0,15,0,0,15
Nephrocare Health Services Pvt Ltd,India,Healthcare,2016-08-24,3,Expansion,Sealink Capital Partners,Sealink Capital Partners - Unspecified Fund,7,0,15,0,0,15
Nepra Resource Management Pvt Ltd,India,Industrials,2013-01-24,1,Expansion,Aavishkaar Venture Management Services Pvt Ltd,Aavishkaar India II,0,0,0,0,0,0
Nepra Resource Management Pvt Ltd,India,Industrials,2015-05-01,2,Expansion,Aavishkaar Venture Management Services Pvt Ltd,Aavishkaar India II,2,0,2,0,0,2
Nepra Resource Management Pvt Ltd,India,Industrials,2024-02-22,5,Secondary Purchase,Blue Earth Capital AG,Blue Earth Capital AG - Unspecified Fund,0,0,0,0,0,0
Nesa Medtech Pvt Ltd,India,Healthcare,2023-10-30,1,Expansion,Karnataka Innovation & Technology Venture Capital Fund,KITVEN Fund III Biotech,0,0,0,0,0,0
Nesa Medtech Pvt Ltd,India,Healthcare,2023-10-30,1,Expansion,Malpani Venture Pvt Ltd,Malpani Ventures - Unspecified Fund,0,0,0,0,0,0
Nesa Medtech Pvt Ltd,India,Healthcare,2023-10-30,1,Expansion,Sucseed Venture Partners LLP,SucSEED Indovation,0,0,0,0,0,0
Nesa Medtech Pvt Ltd,India,Healthcare,2023-10-30,1,Expansion,Undisclosed Firm,Undisclosed Fund,0,0,0,0,0,0
Nesa Medtech Pvt Ltd,India,Healthcare,2023-10-30,1,Expansion,Undisclosed Firm,Undisclosed Fund,0,0,0,0,0,0
Nesa Medtech Pvt Ltd,India,Healthcare,2023-10-30,1,Expansion,Undisclosed Firm,Undisclosed Fund,0,0,0,0,0,0
Nest Childcare Services Pvt Ltd,India,Technology,2013-04-10,2,Acquisition for Expansion,Accel Partners Management LLP,Accel Partners & Co Inc - Unspecified Fund,4,0,12,0,0,12
Nest Childcare Services Pvt Ltd,India,Technology,2013-04-10,2,Acquisition for Expansion,Helion Venture Partners LLC,Helion Venture Partners  - Unspecified Fund,4,0,12,0,0,12
Nest Childcare Services Pvt Ltd,India,Technology,2013-04-10,2,Acquisition for Expansion,Tiger Global Management LLC,Tiger Global Management LLC - Unspecified Fund,4,0,12,0,0,12
"Net 4 India, Ltd.",India,Technology,2009-12-09,2,PIPE,Undisclosed Firm,Undisclosed Fund,3,3,3,0,0,3
"Net 4 India, Ltd.",India,Technology,2010-05-25,3,PIPE,Granite Hill Capital Partners LLC,"Granite Hill India Opportunities Fund, L.P.",2,2,2,0,0,2
"Net 4 India, Ltd.",India,Technology,2010-08-03,4,PIPE,Quilvest Capital Partners SA,Quilvest Private Equity SA - Unspecified Fund,2,2,2,0,0,2
"Net 4 India, Ltd.",India,Technology,2011-02-04,5,PIPE,Acacia Capital Inc,"Acacia Capital, Inc. - Unspecified Fund",2,2,7,0,0,7
"Net 4 India, Ltd.",India,Technology,2011-02-04,5,PIPE,Granite Hill Capital Partners LLC,"Granite Hill India Opportunities Fund, L.P.",2,2,7,0,0,7
"Net 4 India, Ltd.",India,Technology,2011-02-04,5,PIPE,Madison India Capital Management Co,Madison India Capital Management Co - Unspecified Fund,3,3,7,0,0,7
Net Avenue Tech Pvt Ltd,India,Technology,2012-05-09,1,Expansion,Inventus Capital Partners,Inventus Capital Partners Fund I LP,2,0,4,0,0,4
Net Avenue Tech Pvt Ltd,India,Technology,2012-05-09,1,Expansion,Ojas Ventures Partners,Ojas Venture Partners,2,0,4,0,0,4
Netambit Infosource And E Services Pvt Ltd,India,Financials,2007-12-31,1,Expansion,Deer Management Co LLC,Bessemer Venture Partners - Unspecified Fund,0,0,0,0,0,0
Netrasemi Pvt Ltd,India,Technology,2024-10-12,1,Expansion,Unicorn India Ventures Advisors LLP,Unicorn India Ventures Fund III,0,0,0,0,0,0
Netscribes (India) Pvt Ltd,India,Industrials,2010-07-07,2,Acquisition for Expansion,BASIL GROWTH CORP,Basil Growth Corporation Venture Capital Fund,0,0,0,0,0,0
Netscribes (India) Pvt Ltd,India,Industrials,2016-10-05,3,LBO,Helix Investments Co,Helix Investments - Unspecified Fund,0,0,0,0,0,0
"Network 18 Media & Investments, Ltd.",India,Financials,2009-10-01,1,Expansion,NGP Capital LLC,"Nokia Growth Partners II, L.P.",10,10,10,0,0,10
"Network 18 Media & Investments, Ltd.",India,Financials,2011-07-27,2,PIPE,NGP Capital LLC,"Nokia Growth Partners II, L.P.",12,12,12,0,0,12
Network Intelligence (India) Pvt Ltd,India,Industrials,2018-06-15,1,Acquisition,Helix Investments Co,Helix Investments - Unspecified Fund,5,0,5,0,0,5
Neuron Energy Pvt Ltd,India,Consumer Cyclicals,2023-07-12,1,Expansion,Equanimity Investments Ltd,Equanimity Investments Fund,0,0,2,0,0,2
Neuron Energy Pvt Ltd,India,Consumer Cyclicals,2023-07-12,1,Expansion,Undisclosed Firm,Undisclosed Fund,0,0,2,0,0,2
Neuron Energy Pvt Ltd,India,Consumer Cyclicals,2023-07-12,1,Expansion,Undisclosed Firm,Undisclosed Fund,0,0,2,0,0,2
Neuron Energy Pvt Ltd,India,Consumer Cyclicals,2023-07-12,1,Expansion,Undisclosed Firm,Undisclosed Fund,0,0,2,0,0,2
Neuron Energy Pvt Ltd,India,Consumer Cyclicals,2023-07-12,1,Expansion,Undisclosed Firm,Undisclosed Fund,0,0,2,0,0,2
Neuron Energy Pvt Ltd,India,Consumer Cyclicals,2023-07-12,1,Expansion,Undisclosed Firm,Undisclosed Fund,0,0,2,0,0,2
Neuron Energy Pvt Ltd,India,Consumer Cyclicals,2024-08-06,2,Expansion,Undisclosed Firm,Undisclosed Fund,1,0,2,0,0,2
Neuron Energy Pvt Ltd,India,Consumer Cyclicals,2024-08-06,2,Expansion,Undisclosed Firm,Undisclosed Fund,1,0,2,0,0,2
Nevis Networks (India) Pvt Ltd,India,Technology,2005-07-18,3,Expansion,Bluerun Ventures LP,Nokia Venture Partners II,5,0,13,0,0,13
Nevis Networks (India) Pvt Ltd,India,Technology,2005-07-18,3,Expansion,New Enterprise Associates Inc,"New Enterprise Associates 10, L.P.",3,3,13,0,0,13
Nevis Networks (India) Pvt Ltd,India,Technology,2005-07-18,3,Expansion,New Path Ventures LLC,NewPath Ventures,5,0,13,0,0,13
Nevis Networks (India) Pvt Ltd,India,Technology,2012-07-03,6,Acquisition,Ncubate Capital Partners,Ncubate Capital Partners Fund,0,0,0,0,0,0
New Horizon Media Pvt  Ltd,India,Consumer Cyclicals,2008-05-07,2,Expansion,Baer Capital Partners Ltd,"Beacon India Private Equity Fund, The",0,0,0,0,0,0
New Horizon Media Pvt  Ltd,India,Consumer Cyclicals,2008-05-07,2,Expansion,Undisclosed Firm,Undisclosed Fund,0,0,0,0,0,0
New Leaf Retail Technologies Pvt Ltd,India,Consumer Cyclicals,2024-09-10,2,Expansion,SIG Asia Venture Capital,SIG Asia Venture Capital - Unspecified Fund,3,0,8,0,0,8
New Leaf Retail Technologies Pvt Ltd,India,Consumer Cyclicals,2024-09-10,2,Expansion,Stellaris Venture Partners,Stellaris Venture Partners  - Unspecified Fund,3,0,8,0,0,8
New Leaf Retail Technologies Pvt Ltd,India,Consumer Cyclicals,2024-09-10,2,Expansion,Undisclosed Firm,Undisclosed Fund,3,0,8,0,0,8
Newgen Imaging Systems,India,Consumer Non-Cyclicals,2011-07-04,2,LBO,Abraaj Capital Ltd,Aureos South Asia Fund,0,0,0,0,23,23
Newgen Imaging Systems,India,Consumer Non-Cyclicals,2011-07-04,2,LBO,Darby Overseas Investments ltd,Franklin Templeton Private Equity Strategy,0,0,0,0,23,23
Newgen Imaging Systems,India,Consumer Non-Cyclicals,2011-07-04,2,LBO,Draper Fisher Jurvetson Eplanet Ventures LP,ePlanet Ventures III,0,0,0,0,23,23
Newgen Imaging Systems,India,Consumer Non-Cyclicals,2014-12-09,3,Secondary Buyout,Carlyle Group Inc,"Carlyle Venture Partners III, L.P.",33,0,33,0,33,33
Newgen Software Technologies Ltd,India,Technology,2021-06-15,4,Open Market Purchase,Abu Dhabi Investment Authority,Abu Dhabi Investment Authority - Unspecified Fund,10,10,46,0,0,46
Newgen Software Technologies Ltd,India,Technology,2021-06-15,4,Open Market Purchase,Societe Generale SA,Societe Generale,1,1,46,0,0,46
Newgen Software Technologies Ltd,India,Technology,2021-06-15,4,Open Market Purchase,Undisclosed Firm,Undisclosed Fund,1,1,46,0,0,46
Newgen Software Technologies Ltd,India,Technology,2021-06-15,4,Open Market Purchase,Undisclosed Firm,Undisclosed Fund,15,0,46,0,0,46
Newgen Software Technologies Ltd,India,Technology,2021-06-15,4,Open Market Purchase,White Oak Capital Management Consultants LLP,White Oak Capital Management Consultants LLP -UF,18,18,46,0,0,46
Newspace Research & Technologies Pvt Ltd,India,Industrials,2022-02-22,1,Expansion,Pavestone VC,Pavestone Technology Fund,11,0,21,0,0,21
Newspace Research & Technologies Pvt Ltd,India,Industrials,2022-02-22,1,Expansion,Undisclosed Firm,Undisclosed Fund,11,0,21,0,0,21
Newspace Research & Technologies Pvt Ltd,India,Industrials,2022-12-30,2,Expansion,Undisclosed Firm,Undisclosed Fund,1,0,3,0,0,3
Newspace Research & Technologies Pvt Ltd,India,Industrials,2022-12-30,2,Expansion,Undisclosed Firm,Undisclosed Fund,1,0,3,0,0,3
Newspace Research & Technologies Pvt Ltd,India,Industrials,2022-12-30,2,Expansion,Undisclosed Firm,Undisclosed Fund,1,0,3,0,0,3
Newspace Research & Technologies Pvt Ltd,India,Industrials,2022-12-30,2,Expansion,Undisclosed Firm,Undisclosed Fund,1,0,3,0,0,3
NewsWire18 Ltd,India,Industrials,2012-12-03,1,Pending Acquisition,Samara Capital Management Ltd,"Samara Capital Partners Fund I, Ltd.",0,0,0,0,16,16
Nexstem India Pvt Ltd,India,Technology,2024-11-07,1,Expansion,Gruhas Proptech LLP,Gruhas Proptech LLP - Unspecified Fund,1,0,3,0,0,3
Nexstem India Pvt Ltd,India,Technology,2024-11-07,1,Expansion,Infoedge Capital Pvt Ltd,Infoedge Capital Pvt Ltd - Unspecified Fund,1,0,3,0,0,3
Nexstem India Pvt Ltd,India,Technology,2024-11-07,1,Expansion,Smile Groups Pvt Ltd,Smile Group-Unspecified fund,1,0,3,0,0,3
Nexstem India Pvt Ltd,India,Technology,2024-11-07,1,Expansion,Undisclosed Firm,Undisclosed Fund,1,0,3,0,0,3
Nextbillion Technology Pvt Ltd,India,Technology,2021-03-15,6,Expansion,Peak Xv Partners,Peak XV Partners - Unspecified Fund,17,0,83,0,0,83
Nextbillion Technology Pvt Ltd,India,Technology,2021-03-15,6,Expansion,Propel Venture Partners LLC,Propel Venture Partners - Unspecfied Fund,17,0,83,0,0,83
Nextbillion Technology Pvt Ltd,India,Technology,2021-03-15,6,Expansion,Ribbit Capital LP,Ribbit Capital LP-Unspecified Fund,17,0,83,0,0,83
Nextbillion Technology Pvt Ltd,India,Technology,2021-03-15,6,Expansion,Tiger Global Management LLC,Tiger Global Management LLC - Unspecified Fund,17,0,83,0,0,83
Nextbillion Technology Pvt Ltd,India,Technology,2021-03-15,6,Expansion,Y Combinator Management LLC,Y Combinator Continuity Fund I LP,17,0,83,0,0,83
Nextbillion Technology Pvt Ltd,India,Technology,2021-10-12,7,Expansion,Borromin Capital Management GmbH,Borromin Capital Management GmbH- Unspecified Fund,28,0,251,0,0,251
Nextbillion Technology Pvt Ltd,India,Technology,2021-10-12,7,Expansion,Iconiq Capital LLC,ICONIQ Growth,28,0,251,0,0,251
Nextbillion Technology Pvt Ltd,India,Technology,2021-10-12,7,Expansion,Lone Pine Capital LLC,Lone Pine Capital - Unspecified Fund,28,0,251,0,0,251
Nextbillion Technology Pvt Ltd,India,Technology,2021-10-12,7,Expansion,Peak Xv Partners,Peak XV Partners - Unspecified Fund,28,0,251,0,0,251
Nextbillion Technology Pvt Ltd,India,Technology,2021-10-12,7,Expansion,Propel Venture Partners LLC,Propel Venture Partners - Unspecfied Fund,28,0,251,0,0,251
Nextbillion Technology Pvt Ltd,India,Technology,2021-10-12,7,Expansion,Ribbit Capital LP,Ribbit Capital LP-Unspecified Fund,28,0,251,0,0,251
Nextbillion Technology Pvt Ltd,India,Technology,2021-10-12,7,Expansion,Tiger Global Management LLC,Internet Fund VI,28,0,251,0,0,251
Nextbillion Technology Pvt Ltd,India,Technology,2021-10-12,7,Expansion,Undisclosed Firm,Undisclosed Fund,28,0,251,0,0,251
Nextbillion Technology Pvt Ltd,India,Technology,2021-10-12,7,Expansion,Y Combinator Management LLC,Y Combinator Continuity Fund I LP,28,0,251,0,0,251
Nextscm Solutions Pvt Ltd,India,Technology,2022-02-19,3,Expansion,021 Capital Advisors LLP,021 Capital - Unspecified Fund,3,0,12,0,0,12
Nextscm Solutions Pvt Ltd,India,Technology,2022-02-19,3,Expansion,Premji Invest,Premji Invest - Unspecified Fund,3,0,12,0,0,12
Nextscm Solutions Pvt Ltd,India,Technology,2022-02-19,3,Expansion,TVS Capital Funds Ltd,TVS Capital Funds,3,0,12,0,0,12
Nextscm Solutions Pvt Ltd,India,Technology,2022-02-19,3,Expansion,Undisclosed Firm,Undisclosed Fund,3,0,12,0,0,12
Nexttechies Systems Pvt Ltd,India,Academic & Educational Services,2022-11-14,1,Expansion,Goodwater Capital LLC,Goodwater Capital LLC-Unspecified Fund,0,0,0,0,0,0
Nexxzeal Technologies Pvt Ltd,India,Technology,2023-08-02,1,Expansion,Malpani Venture Pvt Ltd,Malpani Ventures - Unspecified Fund,0,0,0,0,0,0
Nexxzeal Technologies Pvt Ltd,India,Technology,2023-08-02,1,Expansion,Undisclosed Firm,Undisclosed Fund,0,0,0,0,0,0
Ngearsafe,India,Technology,2024-10-24,1,Expansion,Ipv Advisors Pvt Ltd,IPV Advisors Pvt Ltd - Unspecified Fund,0,0,0,0,0,0
Nicheken Technologies Pvt Ltd,India,Consumer Cyclicals,2010-08-13,1,Expansion,Subhkam Ventures (I) Pvt Ltd,Subhkam Growth Fund I,0,0,0,0,0,0
NIIT Ltd,India,Technology,2009-03-16,6,Open Market Purchase,Elephant Capital PLC,Promethean India PLC,3,3,3,0,0,3
"Nilgiri Dairy Farm Pvt Ltd, The",India,Consumer Non-Cyclicals,2006-10-16,1,MBI,Actis Llp,Actis Capital LLP - Unspecified Fund,33,0,65,0,0,65
"Nilgiri Dairy Farm Pvt Ltd, The",India,Consumer Non-Cyclicals,2006-10-16,1,MBI,GIC Special Investments Pte Ltd,GIC Special Investments Pte Ltd - Direct Investment Fund,33,0,65,0,0,65
Nilon's Enterprises Pvt Ltd,India,Consumer Non-Cyclicals,2014-06-11,1,Acquisition,Banyantree Finance Pvt Ltd,BanyanTree Growth Capital II LLC,0,0,0,0,0,0
Nimbus Communications Ltd,India,Consumer Cyclicals,2005-08-08,2,Expansion,3i Group PLC,3i Asia Pacific Technology Fund,6,6,46,0,0,46
Nimbus Communications Ltd,India,Consumer Cyclicals,2005-08-08,2,Expansion,3i Group PLC,3i Group PLC - Unspecified Fund,20,20,46,0,0,46
Nimbus Communications Ltd,India,Consumer Cyclicals,2005-08-08,2,Expansion,Undisclosed Firm,Undisclosed Fund,20,0,46,0,0,46
Nineroot Technologies Pvt Ltd,India,Technology,2021-06-11,2,Expansion,Innoven Capital India Pvt Ltd,InnoVen Capital- Unspecified Fund,1,1,1,0,0,1
Nineroot Technologies Pvt Ltd,India,Technology,2021-09-23,3,Expansion,Aavishkaar Venture Management Services Pvt Ltd,Aavishkaar Bharat Fund,1,0,5,0,0,5
Nineroot Technologies Pvt Ltd,India,Technology,2021-09-23,3,Expansion,Earlsfield Capital Partners LLP,Earlsfield Capital - Unspecified Fund,1,0,5,0,0,5
Nineroot Technologies Pvt Ltd,India,Technology,2021-09-23,3,Expansion,Undisclosed Firm,Undisclosed Fund,1,0,5,0,0,5
