"company","total_deals","total_investment","avg_deal_size","first_investment","last_investment"
"Doqfy Internet Pvt Ltd",6,0,0,2023,2023
"Dotfyi Media Ventures Pvt Ltd",1,0,0,2023,2023
"Dr. Ramesh Cardiac and Multispeciality Hospital Pvt Ltd",1,0,0,2013,2013
"Drakon Innovations Pvt Ltd",5,0,0,2021,2023
"Dream Road Technologies Pvt Ltd",8,0,0,2020,2024
"Dressfolk Pvt Ltd",4,0,0,2023,2023
"Drishtee Development And Communication Ltd",1,0,0,2006,2006
"Durg Shivnath Expressways Pvt Ltd",1,0,0,2021,2021
"Duron Energy Pvt., Ltd.",1,0,0,2011,2011
"Dwellerin Network Pvt Ltd",13,0,0,2021,2024
"E-Factor Adventure Tourism Pvt Ltd",1,0,0,2009,2009
"E14 Technologies Pvt Ltd",1,0,0,2018,2018
"E2E Networks Ltd",2,0,0,2011,2011
"ERC Eye Care Pvt Ltd",4,0,0,2018,2018
"ESL Steel Ltd",1,0,0,2010,2010
"Earnvest Global Pvt Ltd",5,0,0,2023,2023
"Earth Education Valley Pvt Ltd",3,0,0,2015,2015
"Earthfokus",1,0,0,2023,2023
"East India Petroleum Pvt Ltd",2,0,0,2007,2007
"Eastern Silk Industries Ltd",1,0,0,2006,2006
"Easy To Pitch Networks Pvt Ltd",2,0,0,2022,2022
"EasyEcom Pvt Ltd",2,0,0,2018,2019
"EasyFix Handy Solutions India Pvt Ltd",1,0,0,2015,2015
"Ebco Pvt Ltd",1,0,0,2024,2024
"Eci Engineering and Construction Co Ltd",2,0,0,2008,2008
"Ecoright Pvt Ltd",1,0,0,2024,2024
"Edelweiss Asset Reconstruction Company Ltd",1,0,0,2021,2021
"Edelweiss Global Wealth Management Ltd",1,0,0,2021,2021
"Edgecraft Solutions Pvt Ltd",7,0,0,2022,2022
"Edhusk Pvt Ltd",1,0,0,2020,2020
"Edpulse Education Technology Pvt Ltd",1,0,0,2015,2015
"EduBridge Learning Pvt Ltd",1,0,0,2012,2012
"Edugorilla Community Pvt Ltd",8,0,0,2022,2022
"Eduprovince Technologies Pvt Ltd",1,0,0,2024,2024
"Edutor Technologies India Pvt Ltd",2,0,0,2012,2012
"Edward Food Research & Analysis Centre Limited",1,0,0,2016,2016
"Effort Bpo Ltd",1,0,0,2008,2008
"Eiffel Karjat Project",1,0,0,2011,2011
"Elan Ltd",2,0,0,2022,2022
"Elation Edtech Pvt Ltd",6,0,0,2021,2021
"Elder Pharmaceuticals Ltd",1,0,0,2006,2006
"Electronic Payment and Services Private Ltd",1,0,0,2016,2016
"Electryone Power Pvt Ltd",1,0,0,2020,2020
"Elementia Wellness Pvt Ltd",1,0,0,2014,2014
"Ellementry.Com Inc",1,0,0,2024,2024
"Eloquent Info Solutions Pvt Ltd",2,0,0,2022,2022
"Embedsense Solutions Pvt Ltd",1,0,0,2021,2021
"Emojifi Pvt Ltd",7,0,0,2020,2020
"Endeavour Software Technologies Pvt., Ltd.",1,0,0,2011,2011
"Endimension Technology Pte Ltd",4,0,0,2024,2024
"EnglishHelper Education Technologies (P) Ltd",1,0,0,2012,2012
"Enlog",1,0,0,2024,2024
"Enmovil Solutions Pvt Ltd",4,0,0,2021,2021
"Enso Logic Commerce Pvt Ltd",9,0,0,2023,2024
"Entertainment World Developers Ltd",1,0,0,2006,2006
"Entitled Solutions Pvt Ltd",1,0,0,2021,2021
"Enzene Biosciences Ltd",3,0,0,2022,2022
"Epack Prefab Technologies Limited",1,0,0,2024,2024
"Equentia SCF Technologies Pvt Ltd",1,0,0,2018,2018
"Ergos Business Solutions Pvt Ltd",1,0,0,2017,2017
"Eris Lifesciences Ltd",2,0,0,2011,2023
"EroNkan Technologies Pvt Ltd",1,0,0,2019,2019
"Eruvaka Technologies Pvt Ltd",2,0,0,2018,2018
"Esencia Phase II",1,0,0,2011,2011
"Esme Consumer Pvt Ltd",1,0,0,2019,2019
"Established Digital Publishing Pvt Ltd",1,0,0,2023,2023
"Et Money",1,0,0,2024,2024
"Euphoric Beverages Pvt Ltd",6,0,0,2022,2023
"Euphotic Labs Pvt Ltd",3,0,0,2022,2022
"Eureka Forbes Ltd",1,0,0,2022,2022
"Euro Ceramics Ltd",1,0,0,2007,2007
"Evelabs Technologies Pvt Ltd",2,0,0,2022,2022
"Evenflow Brands Technologies Pvt Ltd",9,0,0,2022,2022
"Eventila Technologies Pvt Ltd",7,0,0,2022,2024
"Everenviro Resource Management Pvt Ltd",1,0,0,2021,2021
"Evomo Research and Advancement Pvt. Ltd.",1,0,0,2013,2013
"Excel Telesonic India Pvt Ltd",1,0,0,2023,2023
"Excelsoft Technologies Pvt Ltd",1,0,0,2008,2008
"Experientialetc",4,0,0,2022,2022
"Expertrons Technologies Pvt Ltd",8,0,0,2023,2023
"Experttag Ecommerce Private Ltd",1,0,0,2019,2019
"Exposome Pvt Ltd",6,0,0,2024,2024
"Express Clinics Pvt Ltd",1,0,0,2012,2012
"Exprs Techno Logistics Pvt Ltd",1,0,0,2023,2023
"Extraaedge Technology Solutions Pvt Ltd",13,0,0,2020,2021
"Eye-Q Super Specialty Eye Hospitals",5,0,0,2010,2011
"Eywa Pharma Pvt Ltd",1,0,0,2023,2023
"Ezyschooling",5,0,0,2021,2021
"FHS Accelerator Consultancy & Services Pvt Ltd",1,0,0,2020,2020
"Fabheads Automation Pvt Ltd",6,0,0,2021,2021
"Fabriclore Retail Pvt Ltd",4,0,0,2021,2021
"Faclon Labs",2,0,0,2021,2021
"Faery Estates Pvt Ltd",1,0,0,2018,2018
"Fairassets Technologies India Pvt Ltd",13,0,0,2017,2019
"Fairtech Engineering Services Pvt Ltd",1,0,0,2009,2009
"Fairylife",1,0,0,2024,2024
"Falca E-Solutions Private Ltd",1,0,0,2023,2023
"Fanmade11 Fantasy Sports Pvt Ltd",2,0,0,2021,2021
"Fanspole Online Solutions Pvt Ltd",1,0,0,2020,2020
"Farmako Healthcare Pvt Ltd",5,0,0,2024,2024
"Farmers Freshzone Pvt Ltd",9,0,0,2020,2022
"Fastbeetle Logistics Pvt Ltd",4,0,0,2024,2024
"Fedbank Financial Services Ltd",1,0,0,2018,2018
"Feynman Technology Pvt Ltd",1,0,0,2021,2021
"Fibonacci Global",1,0,0,2024,2024
"Filosha Infotech Pvt Ltd",6,0,0,2023,2023
"FinOne Technologies Pvt Ltd",3,0,0,2022,2022
"Financial Technologies, (India) Ltd.",1,0,0,2012,2012
"Finsall Resources Pvt Ltd",6,0,0,2022,2024
"First India Credit Corp Ltd",1,0,0,2005,2005
"FirstMeridian Business Services Pvt Ltd",8,0,0,2022,2023
"Firstsource Solutions Ltd",1,0,0,2008,2008
"Fitfeast",4,0,0,2024,2024
"Fix My Curls India Pvt Ltd",3,0,0,2024,2024
"Flemingo Dutyfree Shop Pvt Ltd",1,0,0,2007,2007
"FlexiBees Business Services Pvt Ltd",8,0,0,2020,2023
"Flic Farm Pvt Ltd",1,0,0,2023,2023
"Flomobility Pvt Ltd",4,0,0,2024,2024
"Flytant",2,0,0,2024,2024
"Fomento International  Ltd",1,0,0,2008,2008
"FoodSolve Pvt Ltd",3,0,0,2024,2024
"Foodlink F & B Holdings India Pvt Ltd",1,0,0,2017,2017
"Fortum Charge & Drive India Pvt Ltd",1,0,0,2020,2020
"Foxtrot Beverages Pvt Ltd",4,0,0,2020,2020
"Free Stand Sampling Solutions Pvt Ltd",11,0,0,2021,2024
"Fruitfal Technologies India Pvt Ltd",2,0,0,2023,2023
"Fuevation Technology Solutions Pvt Ltd",9,0,0,2021,2023
"Function Space Labs Pvt Ltd",1,0,0,2014,2014
"Fundfina Technologies Pvt Ltd",5,0,0,2022,2022
"Fundgini",1,0,0,2023,2023
"Funfinity Learning Solutions Pvt Ltd",2,0,0,2018,2018
"Fusion Klassroom Edutech Pvt Ltd",20,0,0,2021,2023
"Future Agrovet Ltd",1,0,0,2013,2013
"GCI Network Pvt Ltd",2,0,0,2014,2014
"GCT Technologies Pvt Ltd",3,0,0,2021,2021
"GI Engineering Solutions Ltd",1,0,0,2009,2009
"GIM Infotech Pvt Ltd",3,0,0,2021,2021
"GMM Pfaudler Ltd",2,0,0,2023,2023
"GMR Visakhapatnam International Airport Ltd",1,0,0,2023,2023
"GP Petroleums Ltd",1,0,0,2008,2008
"GPI Textiles Ltd",1,0,0,2006,2006
"GPL Finance & Investments Ltd",1,0,0,2020,2020
"GPS Renewables Pvt Ltd",12,0,0,2024,2024
"GPSR Arya Pvt Ltd",2,0,0,2024,2024
"GPT Steel Industries Ltd",1,0,0,2007,2007
"GRM Foodkraft Pvt Ltd",1,0,0,2023,2023
"GS Farm Taaza Produce Pvt Ltd",2,0,0,2017,2017
"GSP Crop Science Pvt Ltd",1,0,0,2014,2014
"GSS Prosper Springs Private Ltd",4,0,0,2022,2024
"GVR Ashoka Chennai ORR Ltd",1,0,0,2022,2022
"Gadhia Solar Energy Systems Pvt Ltd",1,0,0,2012,2012
"Gamut Analytics Pvt Ltd",1,0,0,2021,2021
"Ganesha Ecosphere Ltd",1,0,0,2011,2011
"Garuda Aerospace Pvt Ltd",3,0,0,2022,2022
"Gateforum Educational Services Pvt Ltd",1,0,0,2014,2014
"Gateway Distriparks Ltd",1,0,0,2006,2006
"General Electric Commerical Lending & Leasing Business",1,0,0,2016,2016
"GenoMe Diagnostics Pvt Ltd",1,0,0,2021,2021
"Genrobotic Innovations Pvt Ltd",3,0,0,2020,2020
"Get Engineering Constr Pvt Ltd",1,0,0,2007,2007
"Get Skilled Services Pvt Ltd",4,0,0,2023,2023
"Gi Terminal I Tech Pvt Ltd",1,0,0,2007,2007
"Giggle Galaxy Pvt Ltd",3,0,0,2021,2021
"Gini & Jony Apparel Pvt Ltd",2,0,0,2005,2005
"Global Coal & Mining Pvt Ltd",1,0,0,2007,2007
"Global Hospitals",1,0,0,2007,2007
"Global Talent Track Pvt  Ltd (Aka  Gtt)",2,0,0,2009,2009
"Globalbees Brands Pvt Ltd",8,0,0,2022,2022
"Globe Capital Market Ltd",1,0,0,2008,2008
"Globela Pharma Pvt Ltd",1,0,0,2021,2021
"Gmr Kamalanga Energy Ltd",2,0,0,2009,2009
"Gnani Innovations Pvt Ltd",1,0,0,2019,2019
"Go Fashion (India) Ltd",1,0,0,2014,2014
"GoWork",2,0,0,2019,2019
"Goa Brewing Co",3,0,0,2022,2022
"Goapptiv Private Ltd",2,0,0,2022,2022
"Godaam Innovations Pvt Ltd",1,0,0,2024,2024
"Godhra Expressways Pvt Ltd",1,0,0,2021,2021
"Godrej Agrovet Ltd",1,0,0,2012,2012
"Gokaldas Intimatewear Pvt Ltd",1,0,0,2019,2019
"Good Brands for A Healthy Life Pvt Ltd",6,0,0,2023,2023
"Good Host Spaces Pvt Ltd",7,0,0,2017,2023
"GoodDot Foods Pvt Ltd",1,0,0,2021,2021
"Gooddot Enterprises Pvt Ltd",1,0,0,2021,2021
"Goodera Information Technologies Pvt Ltd",3,0,0,2018,2018
"Gopal Snacks Ltd",3,0,0,2023,2023
"Gopi Vallabh Solutions Pvt Ltd",1,0,0,2009,2009
"Gostops Hospitality Pvt Ltd",17,0,0,2021,2021
"Govind Kripa Infratech Pvt Ltd",1,0,0,2021,2021
"Graceworks Realty & Leisure Pvt Ltd",1,0,0,2021,2021
"Gradatim It Ventures (India) Pvt Ltd",1,0,0,2010,2010
"Grainpad Pvt Ltd",2,0,0,2021,2021
"Gram Power India Pvt Ltd",1,0,0,2023,2023
"Grand Hyatt Properties",1,0,0,2013,2013
"Grasim Industries Ltd-Consumer Products Division",1,0,0,2015,2015
"Grass Valley India Pvt Ltd",1,0,0,2020,2020
"Great Eastern Shipping Company Ltd",1,0,0,2012,2012
"Great Software Laboratory Pvt Ltd",1,0,0,2021,2021
"Green Boulevard",1,0,0,2007,2007
"Green India Building Systems and Services PvtLtd",3,0,0,2015,2015
"Greenday Farmer Solutions Pvt Ltd",1,0,0,2024,2024
"Greytip Software Pvt Ltd",1,0,0,2024,2024
"Groupon India Pvt Ltd",1,0,0,2015,2015
"Grover Vineyards Ltd",1,0,0,2012,2012
"Growfitter Pvt Ltd",11,0,0,2022,2022
"Growth Logistics Pvt Ltd",5,0,0,2024,2024
"Growth Skills Pvt Ltd",4,0,0,2023,2023
"Growthpal Technologies Pvt Ltd",4,0,0,2024,2024
"Groyyo Pvt Ltd",2,0,0,2024,2024
"Guha Roy Food Joint & Hotel Pvt Ltd",1,0,0,2014,2014
"Haldia Petrochemicals Ltd",4,0,0,2018,2022
"Haldiram Bhujiawala Foods International Ltd",1,0,0,2024,2024
"Halonix Technologies Ltd",3,0,0,2010,2013
"Happico Foods Pvt Ltd",1,0,0,2023,2023
"Happy Jars Pvt Ltd",1,0,0,2021,2021
"Happy Karma Pvt Ltd",1,0,0,2024,2024
"Happylocate Relocation Services Pvt Ltd",5,0,0,2020,2022
"Harness Handitouch Pvt Ltd",1,0,0,2015,2015
"HashCube Technologies Pvt Ltd",6,0,0,2014,2014
"Hatchnhack Solutions Pvt Ltd",4,0,0,2024,2024
"Hatsun Agro Product Ltd",1,0,0,2014,2014
"Hatti Food & Beverages Pvt Ltd",4,0,0,2021,2021
"Hazhteq Innovations Pvt Ltd",1,0,0,2024,2024
"Hdfc Credila Financial Services Ltd",2,0,0,2023,2023
"Head Digital Works Pvt Ltd",2,0,0,2010,2017
"Head Held High Services Pvt Ltd",3,0,0,2013,2013
"Health Care at Home India Pvt Ltd",1,0,0,2022,2022
"Health Cherish India LLP",3,0,0,2023,2023
"Health Wheels Pvt Ltd",3,0,0,2023,2023
"Hearing Solutions Pvt Ltd",2,0,0,2023,2024
"Hello Verify India Pvt Ltd",4,0,0,2019,2019
"Hempstreet Medicare Pvt Ltd",3,0,0,2023,2023
"Herbolab India Pvt Ltd",2,0,0,2019,2021
"Hero MotoCorp Ltd",3,0,0,2011,2023
"Hero Motors Ltd",1,0,0,2023,2023
"HiCare Services Pvt Ltd",2,0,0,2014,2014
"Hicetane Logistics Innovations Pvt Ltd",1,0,0,2021,2021
"Highorbit Careers Pvt Ltd",4,0,0,2012,2012
"Highway Concessions One Pvt Ltd",2,0,0,2021,2022
"Highways Infrastructure Trust",16,0,0,2022,2024
"Himastitva Global Foods Pvt Ltd",6,0,0,2023,2023
"Himura Sports Pvt Ltd",1,0,0,2023,2023
"Hinduja Leyland finance Ltd",1,0,0,2013,2013
"Hinduja Tech Ltd",2,0,0,2024,2024
"Hindustan Infralog Pvt Ltd",2,0,0,2018,2018
"Hindustan Ports Private Ltd",1,0,0,2022,2022
"Hindustan Powerprojects Pvt Ltd",1,0,0,2010,2010
"Hines India - IT Park",2,0,0,2021,2021
"Hiranandani Developers Pvt Ltd",1,0,0,2019,2019
"Homechef India Ventures Pvt Ltd",5,0,0,2024,2024
"Homvery Pvt Ltd",6,0,0,2023,2023
"Horizon Industrial Park",1,0,0,2022,2022
"House Of Kieraya Ltd",11,0,0,2016,2021
"Houseneed Doorstep Services Pvt Ltd",1,0,0,2023,2023
"Hov Ar Management Services Pvt Ltd",1,0,0,2010,2010
"Hsquare Sports Pvt Ltd",3,0,0,2022,2022
"Huechem Textile Pvt Ltd",1,0,0,2021,2021
"Human Biogenesis Pvt Ltd",1,0,0,2024,2024
"Humble Mobile Solutions Private Ltd",1,0,0,2018,2018
"Hype Luxury",1,0,0,2021,2021
"I Ven Pharma Capital Ltd",1,0,0,2005,2005
"ICSA (India) Ltd",3,0,0,2007,2007
"IDFC Alternatives Ltd - Infrastructure Asset Business",1,0,0,2018,2018
"IDesk Technologies Pvt Ltd",1,0,0,2022,2022
"IDiscoveri Education Pvt Ltd",1,0,0,2010,2010
"IL&FS Milestone Fund - 247 Park",1,0,0,2015,2015
"IL&FS Transportation Networks, Ltd.",1,0,0,2007,2007
"IOL Chemicals and Pharmaceuticals Ltd",1,0,0,2007,2007
"IStage Entertainment Pvt Ltd",1,0,0,2014,2014
"Iaxis Ltd",1,0,0,2005,2005
"Ideal Cures Pvt Ltd",1,0,0,2017,2017
"Idfc Asset Management Co Ltd",3,0,0,2022,2022
"Idha Skin & Hair Clinic",1,0,0,2023,2023
"Ids Rural Online Marketplace Pvt Ltd",7,0,0,2019,2019
"Iifl Home Finance Ltd",2,0,0,2022,2023
"Iken Solutions Pvt Ltd",1,0,0,2012,2012
"Il&FS Energy Development Company Ltd",2,0,0,2011,2011
"Ilantus Technologies Pvt Ltd",1,0,0,2006,2006
"Illuminify Technologies Pvt Ltd",5,0,0,2024,2024
"Imaga Trade & Craft Pvt Ltd",7,0,0,2024,2024
"Imagismart Solutions Pvt Ltd",6,0,0,2019,2019
"Impact Guru Technology Ventures Pvt Ltd",2,0,0,2018,2018
"Imperial Spirits Ltd",1,0,0,2007,2007
"Inclusion Technologies Inc",5,0,0,2006,2010
"Incluzon Inc",1,0,0,2022,2022
"Incor Infrastructure Pvt Ltd",2,0,0,2022,2022
"Incuspaze Solutions Pvt Ltd",2,0,0,2024,2024
"Indegene Ltd",8,0,0,2021,2024
"India Finserve Advisors Pvt Ltd",1,0,0,2010,2010
"India Infoline Marketing Services  Ltd (Aka  Iimsl)",1,0,0,2007,2007
"India1 Payments Ltd",1,0,0,2013,2013
"Indian Aero Ventures Pvt Ltd",1,0,0,2022,2022
"Indian Ambience Vineyards Pvt., Ltd.",1,0,0,2011,2011
"Indian Commodity Exchange Ltd",1,0,0,2011,2011
"Indian Cookery Pvt Ltd",1,0,0,2011,2011
"Indicold Pvt Ltd",1,0,0,2024,2024
"Indira IVF Hospital Pvt Ltd",2,0,0,2019,2023
"Inditrade Capital Ltd",1,0,0,2007,2007
"IndoSpace Core",2,0,0,2017,2018
"Indus Software Pvt Ltd",1,0,0,2015,2015
"Indwell Retail Pvt Ltd",4,0,0,2023,2023
"Infeedo Pvt Ltd",6,0,0,2020,2020
"Inficold India Pvt Ltd",2,0,0,2021,2021
"Infiiloom India Pvt Ltd",1,0,0,2024,2024
"Infinity Film Completion",1,0,0,2007,2007
"Infinity Satcom Universal Pvt Ltd",1,0,0,2008,2008
"Info Edge (India) Ltd",5,0,0,2006,2006
"Infollion Research Services Pvt Ltd",1,0,0,2013,2013
"Infomedia Press Ltd",1,0,0,2006,2006
"InfraEdge",1,0,0,2015,2015
"Infraequity Technologies Private Ltd",7,0,0,2022,2022
"Inkodop Technologies Pvt Ltd",1,0,0,2024,2024
"Inmorphis Service Private Ltd",2,0,0,2024,2024
"Inner Chef Pvt Ltd",1,0,0,2020,2020
"Innovative B2b Logistics",2,0,0,2007,2009
"Innovative Foods Ltd",2,0,0,2011,2016
"Innoviti Technologies Pvt Ltd",1,0,0,2019,2019
"Innoz Technologies Pvt Ltd",3,0,0,2012,2014
"Inntot Technologies Pvt Ltd",1,0,0,2020,2020
"Inopen Technologies Pvt Ltd",1,0,0,2013,2013
"Insight Engineering Pvt Ltd",1,0,0,2013,2013
"Insightful Labs Inc.",4,0,0,2014,2014
"Instant Transport Solution Pvt Ltd",1,0,0,2024,2024
"Instantpay India Ltd",2,0,0,2017,2017
"Instaserve Payment Solutions Pvt Ltd",1,0,0,2024,2024
"Institute For Technology And Management",1,0,0,2009,2009
"InsureMile Insurance web aggregator Pvt Ltd",2,0,0,2022,2022
"Integrated Food Park Ltd",1,0,0,2015,2015
"Integrated Learning Solution Pvt Ltd",1,0,0,2023,2023
"Intellemo Adtech Pvt Ltd",3,0,0,2022,2022
"Intellion Edge Gurgaon",2,0,0,2022,2022
"Intents Mobi Pvt Ltd",4,0,0,2022,2023
"Interactive Avenues Pvt., Ltd.",1,0,0,2010,2010
"Interarch Building Products Pvt Ltd",1,0,0,2007,2007
"Interglobe Technologies Pvt Ltd",3,0,0,2019,2022
"Interglobe Technology Quotient",3,0,0,2008,2008
"International Amusement Ltd",1,0,0,2008,2008
"Invenire Energy Pvt Ltd",1,0,0,2019,2019
"Inventia Healthcare Pvt Ltd",1,0,0,2024,2024
"Invento Makerspaces Pvt Ltd",5,0,0,2020,2020
"Invest India Micro Pension Services Pvt Ltd",1,0,0,2013,2013
"Inzpira Edu Solutions Pvt Ltd",1,0,0,2021,2021
"Iobot Technologies India Pvt Ltd",8,0,0,2021,2022
"Ipca Laboratories Ltd",2,0,0,2013,2014
"Ippopay Technologies Pvt Ltd",3,0,0,2022,2024
"Irasus Technologies Pvt Ltd",3,0,0,2024,2024
"Iris Energy Pvt Ltd",1,0,0,2012,2012
"Isprava Vesta Pvt Ltd",2,0,0,2023,2024
"Iven Medicare India",2,0,0,2007,2008
"Ivory Group Pvt Ltd",7,0,0,2024,2024
"J M Baxi & Co Pvt Ltd",1,0,0,2021,2021
"J. B. Chemicals & Pharmaceuticals Ltd",3,0,0,2020,2022
"JBF Petrochemicals Ltd",1,0,0,2018,2018
"JJG Aero Pvt Ltd",1,0,0,2024,2024
"JPFL Films Pvt Ltd",1,0,0,2022,2022
"JSW Cement Ltd",2,0,0,2021,2021
"JaMocha Tech Pvt Ltd",1,0,0,2023,2023
"Jabsons Foods Pvt Ltd",1,0,0,2022,2022
"Jagran Media Network Pvt., Ltd.",1,0,0,2010,2010
"Jain Group Student Housing (3)",2,0,0,2020,2020
"Jain Heights and Structures Pvt Ltd",1,0,0,2014,2014
"Jain Housing & Construction Ltd",1,0,0,2015,2015
"Janitri Innovations Pvt Ltd",6,0,0,2023,2023
"Jayaswal Holdings Pvt Ltd",1,0,0,2006,2006
"Jaynix Engineering Pvt Ltd",1,0,0,2022,2022
"Jeeves Consumer Services Pvt Ltd",1,0,0,2012,2012
"Jetsons Robotics Pvt Ltd",1,0,0,2023,2023
"Jindal Steel & Power - Wind Power Business",1,0,0,2016,2016
"Jodhpur Pali Expressway Pvt Ltd",1,0,0,2021,2021
"June Software Pvt Ltd",1,0,0,2012,2012
"Juniper Green Energy Pvt Ltd",2,0,0,2023,2023
"Junket Pvt Ltd",3,0,0,2022,2022
"Just Udo Aviation Pvt Ltd",1,0,0,2023,2023
"KFC Shoemaker Pvt Ltd",1,0,0,2013,2013
"KFIN Technologies Pvt Ltd",4,0,0,2018,2022
"KIMSHEALTH Management Ltd",1,0,0,2017,2017
"KMC Infratech Ltd",1,0,0,2023,2023
"KNP Arises Green Energy Pvt Ltd",4,0,0,2023,2023
"KSH Infra Logistics Property",1,0,0,2020,2020
"Kaalbi Technologies Pvt Ltd",6,0,0,2017,2017
"KaatiZone",1,0,0,2008,2008
"Kakcho Pvt Ltd",2,0,0,2022,2023
"Kalpataru Power Transmission Ltd",1,0,0,2007,2007
"Karkinos Healthcare Pvt Ltd",1,0,0,2024,2024
"Karmic Lifesciences Inc",4,0,0,2009,2010
"Karrox Technologies Ltd",1,0,0,2012,2012
"Karshini Artysun Pvt Ltd",18,0,0,2023,2024
"Karvy Stock Broking Ltd",2,0,0,2007,2007
"Kbcols Sciences Pvt Ltd",5,0,0,2023,2023
"Kcat Enzymatic Pvt Ltd",1,0,0,2023,2023
"Keito Tech Pvt Ltd",4,0,0,2021,2021
"Keka Technologies Private Ltd",1,0,0,2022,2022
"Kenersys India Pvt Ltd",1,0,0,2008,2008
"Kesar Marble and Granite Ltd",1,0,0,2007,2007
"Keystone Realtors Pvt Ltd",2,0,0,2012,2022
"Khyati Foods Pvt Ltd",2,0,0,2013,2013
"Ki Mobility Solutions Pvt Ltd",2,0,0,2011,2020
"Kinetic Motor Company Ltd",1,0,0,2008,2008
"Kings Learning Pvt Ltd",5,0,0,2021,2021
"Kiran Energy Solar Power Pvt Ltd",2,0,0,2013,2014
"Klg Power Ltd",1,0,0,2008,2008
"Klg Systel Ltd",1,0,0,2010,2010
"Klub Works Pvt Ltd",1,0,0,2021,2021
"Knight FinTech Research Pvt Ltd",1,0,0,2024,2024
"Knocksense Media Services Pvt Ltd",23,0,0,2020,2024
"Knoctowl Technologies Pvt Ltd",16,0,0,2020,2021
"Kobster E-Shop Pvt Ltd",4,0,0,2018,2018
"Kopy Kitab Pvt Ltd",4,0,0,2020,2020
"Kotak Urja Pvt Ltd",1,0,0,2008,2008
"Krackle Foods Pvt Ltd",1,0,0,2024,2024
"Kre38 Labs Pvt Ltd",1,0,0,2023,2023
"Kribhco Infrastructure Ltd",2,0,0,2019,2019
"Krishak Sevita Online Solutions Pvt Ltd",4,0,0,2023,2023
"Krisoriginals Pvt Ltd",14,0,0,2022,2023
"Krutrim Si Designs Pvt Ltd",1,0,0,2023,2023
"Kryfs Power Components Ltd",1,0,0,2007,2007
"Kuliza Technologies Pvt Ltd",1,0,0,2013,2013
"Kwick Living (I) Pvt Ltd",5,0,0,2024,2024
"Kwikpic",1,0,0,2023,2023
"Kyte Energy Pvt Ltd",2,0,0,2023,2023
"LS Digital Pvt Ltd",1,0,0,2022,2022
"Labournet Services India Pvt Ltd",2,0,0,2013,2013
"Lal Sweets Pvt Ltd",2,0,0,2024,2024
"Lalith Gangadhar Constructions Pvt Ltd",1,0,0,2010,2010
"Larkai Healthcare Pvt Ltd",3,0,0,2024,2024
"Laser Cosmetics Pvt Ltd",1,0,0,2007,2007
"Lawrencedale Agro Processing (India) Pvt Ltd",4,0,0,2013,2016
"Laxai Life Sciences Pvt Ltd",1,0,0,2022,2022
"Laymen Agro Ventures Pvt Ltd",2,0,0,2022,2022
"Lcl Logistix (India) Pvt Ltd",1,0,0,2008,2008
"Learning Edge Academy of Professionals",1,0,0,2014,2014
"Learning Matters Pvt Ltd",2,0,0,2021,2021
"Legistify Services Pvt Ltd",3,0,0,2021,2021
"Lehren Entertainment Pvt  Ltd",1,0,0,2008,2008
"Leisure & Lifestyle Info Svcs",1,0,0,2007,2007
"Leixir Resources Pvt Ltd",2,0,0,2021,2021
"Letsdressup Fashion Pvt Ltd",4,0,0,2024,2024
"Lifewell Diagnostics Pvt Ltd",1,0,0,2022,2022
"Lighthouse Learning Pvt Ltd",3,0,0,2013,2021
"Lilliput Kidswear Ltd",2,0,0,2010,2010
"Linking Spaces Technologies Pvt Ltd",12,0,0,2021,2023
"Lion Insurance Brokers Pvt Ltd",1,0,0,2024,2024
"Lithous Services Pvt Ltd",4,0,0,2024,2024
"Livfin India Pvt Ltd",1,0,0,2022,2022
"Livguard Batteries Pvt Ltd",4,0,0,2019,2023
"Living Brown Pvt Ltd",3,0,0,2024,2024
"Living Media India Ltd",1,0,0,2012,2012
"Loantap Financial Technologies Pvt Ltd",3,0,0,2022,2023
"Loanzen Finance Pvt Ltd",1,0,0,2019,2019
"Locofast Online Services Pvt Ltd",2,0,0,2022,2022
"Lodha Excelus New Cuffe Parade",1,0,0,2020,2020
"Logic Roots Pvt Ltd",3,0,0,2016,2016
"Lokmat Media Pvt Ltd",2,0,0,2008,2008
"Loom Solar Pvt Ltd",1,0,0,2023,2023
"Loyalie IT-Solutions Pvt Ltd",9,0,0,2022,2023
"Lq Global Services Pvt Ltd",4,0,0,2021,2024
"Luminosa Education Pvt Ltd",1,0,0,2015,2015
"Lxme Money Pvt Ltd",6,0,0,2024,2024
"M.E Energy Pvt Ltd",1,0,0,2012,2012
"M3M India Pvt Ltd",1,0,0,2020,2020
"MAS Financial Services Ltd",3,0,0,2012,2017
"MCPI Pvt Ltd",1,0,0,2016,2016
"MEDALL Healthcare Pvt Ltd",1,0,0,2009,2009
"MJVS Fashion Services Pvt Ltd",2,0,0,2017,2024
"MN Park - R&D office labs portfolio",2,0,0,2021,2021
"MORF India Ltd",1,0,0,2013,2013
"MT Educare Pvt, Ltd.",1,0,0,2007,2007
"MTAR Technologies Ltd",1,0,0,2007,2007
"MX Media Co Ltd",1,0,0,2021,2021
"Maanaveeya Development & Finance Pvt Ltd",1,0,0,2010,2010
"Maddock Films Pvt Ltd",1,0,0,2022,2022
"Mahamela Technologies Pvt Ltd",1,0,0,2024,2024
"Mahindra Aerospace Private Ltd",1,0,0,2010,2010
"Mahindra Electric Automobile Ltd",1,0,0,2023,2023
