"investee_company_name","investee_company_nation","investee_company_trbc_economic_sector","investment_date","round_number","investment_stage","firm_investor_name","fund_investor_name","investor_equity_total_usd_millions","disclosed_fund_equity_contribution_usd_millions","round_equity_total_usd_millions","disclosed_debt_contribution_usd_millions","deal_value_usd_millions","deal_rank_value_usd_millions","investment_year","sector","stage","company","deal_value","stage_category"
"Gramcover Insurance Brokers Pvt Ltd","India","Technology",2020-05-26,1,"Expansion","EMV Capital Ltd","EMVC Evergreen EIS Fund",0,0,0,0,0,0,2020,"Technology",1,"Gramcover Insurance Brokers Pvt Ltd",0,"Other"
"Gramcover Insurance Brokers Pvt Ltd","India","Technology",2020-05-26,1,"Expansion","Flourish Ventures Ltd","Flourish Ventures - Unspecified Fund",0,0,0,0,0,0,2020,"Technology",1,"Gramcover Insurance Brokers Pvt Ltd",0,"Other"
"Gramcover Insurance Brokers Pvt Ltd","India","Technology",2020-05-26,1,"Expansion","Omidyar Network India Advisors Pvt Ltd","Omidyar Network India Advisors Pvt Ltd - Unspecified Fund",0,0,0,0,0,0,2020,"Technology",1,"Gramcover Insurance Brokers Pvt Ltd",0,"Other"
"Gramcover Insurance Brokers Pvt Ltd","India","Technology",2020-05-26,1,"Expansion","Omnivore Capital Management Advisors Private Ltd","Omnivore Partners India Fund 2",0,0,0,0,0,0,2020,"Technology",1,"Gramcover Insurance Brokers Pvt Ltd",0,"Other"
"Gramcover Insurance Brokers Pvt Ltd","India","Technology",2021-10-04,2,"Expansion","EMV Capital Ltd","EMVC Evergreen EIS Fund",1,0,7,0,0,7,2021,"Technology",2,"Gramcover Insurance Brokers Pvt Ltd",1,"Other"
"Gramcover Insurance Brokers Pvt Ltd","India","Technology",2021-10-04,2,"Expansion","Flourish Ventures Ltd","Flourish Ventures - Unspecified Fund",1,0,7,0,0,7,2021,"Technology",2,"Gramcover Insurance Brokers Pvt Ltd",1,"Other"
"Gramcover Insurance Brokers Pvt Ltd","India","Technology",2021-10-04,2,"Expansion","Inflexor Ventures LLP","Inflexor Ventures DeepTech Fellowship",1,0,7,0,0,7,2021,"Technology",2,"Gramcover Insurance Brokers Pvt Ltd",1,"Other"
"Gramcover Insurance Brokers Pvt Ltd","India","Technology",2021-10-04,2,"Expansion","Omidyar Network India Advisors Pvt Ltd","Omidyar Network India Advisors Pvt Ltd - Unspecified Fund",1,0,7,0,0,7,2021,"Technology",2,"Gramcover Insurance Brokers Pvt Ltd",1,"Other"
"Gramcover Insurance Brokers Pvt Ltd","India","Technology",2021-10-04,2,"Expansion","Siana Capital Management LLP","Siana Capital Management - Unspecified Fund",1,0,7,0,0,7,2021,"Technology",2,"Gramcover Insurance Brokers Pvt Ltd",1,"Other"
"Gramcover Insurance Brokers Pvt Ltd","India","Technology",2021-10-04,2,"Expansion","Stride Ventures","Stride Ventures India Fund II",1,0,7,0,0,7,2021,"Technology",2,"Gramcover Insurance Brokers Pvt Ltd",1,"Other"
"Grand Hyatt Properties","India","Consumer Cyclicals",2013-02-25,1,"Real Estate","Ireo Management Pvt Ltd","IREO Management Pvt., Ltd. - Unspecified Fund",0,0,0,0,0,0,2013,"Consumer Cyclicals",1,"Grand Hyatt Properties",0,"Other"
"Grano69 Beverages Pvt Ltd","India","Consumer Non-Cyclicals",2023-04-13,1,"Expansion","Hyderabad Angels","Hyderabad Angel Ventures - Unspecified Fund",0,0,1,0,0,1,2023,"Consumer Non-Cyclicals",1,"Grano69 Beverages Pvt Ltd",0,"Other"
"Grano69 Beverages Pvt Ltd","India","Consumer Non-Cyclicals",2023-04-13,1,"Expansion","Mumbai Angels Network Pvt Ltd","Mumbai Angels - Unspecified Fund",0,0,1,0,0,1,2023,"Consumer Non-Cyclicals",1,"Grano69 Beverages Pvt Ltd",0,"Other"
"Grano69 Beverages Pvt Ltd","India","Consumer Non-Cyclicals",2023-04-13,1,"Expansion","Speedfund","SpeedFund - Unspecified Fund",0,0,1,0,0,1,2023,"Consumer Non-Cyclicals",1,"Grano69 Beverages Pvt Ltd",0,"Other"
"Grano69 Beverages Pvt Ltd","India","Consumer Non-Cyclicals",2023-04-13,1,"Expansion","Undisclosed Firm","Undisclosed Fund",0,0,1,0,0,1,2023,"Consumer Non-Cyclicals",1,"Grano69 Beverages Pvt Ltd",0,"Other"
"Grano69 Beverages Pvt Ltd","India","Consumer Non-Cyclicals",2023-04-13,1,"Expansion","Undisclosed Firm","Undisclosed Fund",0,0,1,0,0,1,2023,"Consumer Non-Cyclicals",1,"Grano69 Beverages Pvt Ltd",0,"Other"
"Grano69 Beverages Pvt Ltd","India","Consumer Non-Cyclicals",2023-04-13,1,"Expansion","Undisclosed Firm","Undisclosed Fund",0,0,1,0,0,1,2023,"Consumer Non-Cyclicals",1,"Grano69 Beverages Pvt Ltd",0,"Other"
"Grano69 Beverages Pvt Ltd","India","Consumer Non-Cyclicals",2023-04-13,1,"Expansion","Undisclosed Firm","Undisclosed Fund",0,0,1,0,0,1,2023,"Consumer Non-Cyclicals",1,"Grano69 Beverages Pvt Ltd",0,"Other"
"Grano69 Beverages Pvt Ltd","India","Consumer Non-Cyclicals",2023-04-13,1,"Expansion","Undisclosed Firm","Undisclosed Fund",0,0,1,0,0,1,2023,"Consumer Non-Cyclicals",1,"Grano69 Beverages Pvt Ltd",0,"Other"
"Grano69 Beverages Pvt Ltd","India","Consumer Non-Cyclicals",2023-10-25,2,"Expansion","Chennai Angels","Chennai Angels, The",0,0,3,0,0,3,2023,"Consumer Non-Cyclicals",2,"Grano69 Beverages Pvt Ltd",0,"Other"
"Grano69 Beverages Pvt Ltd","India","Consumer Non-Cyclicals",2023-10-25,2,"Expansion","Finvolve","Finvolve - Unspecified Fund",0,0,3,0,0,3,2023,"Consumer Non-Cyclicals",2,"Grano69 Beverages Pvt Ltd",0,"Other"
"Grano69 Beverages Pvt Ltd","India","Consumer Non-Cyclicals",2023-10-25,2,"Expansion","Hyderabad Angels","Hyderabad Angel Ventures - Unspecified Fund",0,0,3,0,0,3,2023,"Consumer Non-Cyclicals",2,"Grano69 Beverages Pvt Ltd",0,"Other"
"Grano69 Beverages Pvt Ltd","India","Consumer Non-Cyclicals",2023-10-25,2,"Expansion","IA India Accelerator Pvt Ltd","India Accelerator - Unspecified Fund",0,0,3,0,0,3,2023,"Consumer Non-Cyclicals",2,"Grano69 Beverages Pvt Ltd",0,"Other"
"Grano69 Beverages Pvt Ltd","India","Consumer Non-Cyclicals",2023-10-25,2,"Expansion","Mumbai Angels Network Pvt Ltd","Mumbai Angels - Unspecified Fund",0,0,3,0,0,3,2023,"Consumer Non-Cyclicals",2,"Grano69 Beverages Pvt Ltd",0,"Other"
"Grano69 Beverages Pvt Ltd","India","Consumer Non-Cyclicals",2023-10-25,2,"Expansion","Undisclosed Firm","Undisclosed Fund",0,0,3,0,0,3,2023,"Consumer Non-Cyclicals",2,"Grano69 Beverages Pvt Ltd",0,"Other"
"Grano69 Beverages Pvt Ltd","India","Consumer Non-Cyclicals",2023-10-25,2,"Expansion","Undisclosed Firm","Undisclosed Fund",0,0,3,0,0,3,2023,"Consumer Non-Cyclicals",2,"Grano69 Beverages Pvt Ltd",0,"Other"
"Grano69 Beverages Pvt Ltd","India","Consumer Non-Cyclicals",2023-10-25,2,"Expansion","Undisclosed Firm","Undisclosed Fund",0,0,3,0,0,3,2023,"Consumer Non-Cyclicals",2,"Grano69 Beverages Pvt Ltd",0,"Other"
"Grano69 Beverages Pvt Ltd","India","Consumer Non-Cyclicals",2023-10-25,2,"Expansion","Undisclosed Firm","Undisclosed Fund",0,0,3,0,0,3,2023,"Consumer Non-Cyclicals",2,"Grano69 Beverages Pvt Ltd",0,"Other"
"Grano69 Beverages Pvt Ltd","India","Consumer Non-Cyclicals",2024-11-19,3,"Expansion","Chennai Angels","Chennai Angels, The",1,0,4,0,0,4,2024,"Consumer Non-Cyclicals",3,"Grano69 Beverages Pvt Ltd",1,"Other"
"Grano69 Beverages Pvt Ltd","India","Consumer Non-Cyclicals",2024-11-19,3,"Expansion","Hyderabad Angels","Hyderabad Angel Ventures - Unspecified Fund",1,0,4,0,0,4,2024,"Consumer Non-Cyclicals",3,"Grano69 Beverages Pvt Ltd",1,"Other"
"Grano69 Beverages Pvt Ltd","India","Consumer Non-Cyclicals",2024-11-19,3,"Expansion","Undisclosed Firm","Undisclosed Fund",1,0,4,0,0,4,2024,"Consumer Non-Cyclicals",3,"Grano69 Beverages Pvt Ltd",1,"Other"
"Grano69 Beverages Pvt Ltd","India","Consumer Non-Cyclicals",2024-11-19,3,"Expansion","Undisclosed Firm","Undisclosed Fund",1,0,4,0,0,4,2024,"Consumer Non-Cyclicals",3,"Grano69 Beverages Pvt Ltd",1,"Other"
"Grano69 Beverages Pvt Ltd","India","Consumer Non-Cyclicals",2024-11-19,3,"Expansion","Undisclosed Firm","Undisclosed Fund",1,0,4,0,0,4,2024,"Consumer Non-Cyclicals",3,"Grano69 Beverages Pvt Ltd",1,"Other"
"Grasim Industries Ltd-Consumer Products Division","India","Consumer Non-Cyclicals",2015-05-26,1,"Pending Acquisition","Future Consumer Ltd","Future Consumer Enterprises, Ltd. - Unspecified Fund",0,0,0,0,0,0,2015,"Consumer Non-Cyclicals",1,"Grasim Industries Ltd-Consumer Products Division",0,"Other"
"Grasper Global Pvt Ltd","India","Consumer Cyclicals",2021-06-22,2,"Expansion","Peak Xv Partners","Peak XV Partners - Unspecified Fund",2,0,6,0,0,6,2021,"Consumer Cyclicals",2,"Grasper Global Pvt Ltd",2,"Other"
"Grasper Global Pvt Ltd","India","Consumer Cyclicals",2021-06-22,2,"Expansion","Undisclosed Firm","Undisclosed Fund",2,0,6,0,0,6,2021,"Consumer Cyclicals",2,"Grasper Global Pvt Ltd",2,"Other"
"Grasper Global Pvt Ltd","India","Consumer Cyclicals",2021-06-22,2,"Expansion","Undisclosed Firm","Undisclosed Fund",2,0,6,0,0,6,2021,"Consumer Cyclicals",2,"Grasper Global Pvt Ltd",2,"Other"
"Grasper Global Pvt Ltd","India","Consumer Cyclicals",2022-04-28,3,"Expansion","Peak Xv Partners","Peak XV Partners - Unspecified Fund",2,2,16,0,0,16,2022,"Consumer Cyclicals",3,"Grasper Global Pvt Ltd",2,"Other"
"Grasper Global Pvt Ltd","India","Consumer Cyclicals",2022-04-28,3,"Expansion","Sofina SA","Sofina SA - Unspecified Fund",13,13,16,0,0,16,2022,"Consumer Cyclicals",3,"Grasper Global Pvt Ltd",13,"Other"
"Grasper Global Pvt Ltd","India","Consumer Cyclicals",2022-04-28,3,"Expansion","Undisclosed Firm","Undisclosed Fund",1,1,16,0,0,16,2022,"Consumer Cyclicals",3,"Grasper Global Pvt Ltd",1,"Other"
"Grass Valley India Pvt Ltd","India","Technology",2020-07-02,1,"LBO","Black Dragon Capital LLC","Black Dragon Capital LLC - Unspecified Fund",0,0,0,0,0,0,2020,"Technology",1,"Grass Valley India Pvt Ltd",0,"Other"
"Grayquest Education Finance Pvt Ltd","India","Technology",2022-12-13,2,"Expansion","Pravega Ventures","Pravega Ventures- Unspecified Fund",0,0,4,0,0,4,2022,"Technology",2,"Grayquest Education Finance Pvt Ltd",0,"Other"
"Grayquest Education Finance Pvt Ltd","India","Technology",2022-12-13,2,"Expansion","Undisclosed Firm","Undisclosed Fund",0,0,4,0,0,4,2022,"Technology",2,"Grayquest Education Finance Pvt Ltd",0,"Other"
"Grayquest Education Finance Pvt Ltd","India","Technology",2022-12-13,2,"Expansion","Undisclosed Firm","Undisclosed Fund",0,0,4,0,0,4,2022,"Technology",2,"Grayquest Education Finance Pvt Ltd",0,"Other"
"Grayquest Education Finance Pvt Ltd","India","Technology",2022-12-13,2,"Expansion","Undisclosed Firm","Undisclosed Fund",0,0,4,0,0,4,2022,"Technology",2,"Grayquest Education Finance Pvt Ltd",0,"Other"
"Grayquest Education Finance Pvt Ltd","India","Technology",2022-12-13,2,"Expansion","Undisclosed Firm","Undisclosed Fund",0,0,4,0,0,4,2022,"Technology",2,"Grayquest Education Finance Pvt Ltd",0,"Other"
"Grayquest Education Finance Pvt Ltd","India","Technology",2022-12-13,2,"Expansion","Undisclosed Firm","Undisclosed Fund",0,0,4,0,0,4,2022,"Technology",2,"Grayquest Education Finance Pvt Ltd",0,"Other"
"Grayquest Education Finance Pvt Ltd","India","Technology",2022-12-13,2,"Expansion","Undisclosed Firm","Undisclosed Fund",0,0,4,0,0,4,2022,"Technology",2,"Grayquest Education Finance Pvt Ltd",0,"Other"
"Grayquest Education Finance Pvt Ltd","India","Technology",2022-12-13,2,"Expansion","Undisclosed Firm","Undisclosed Fund",0,0,4,0,0,4,2022,"Technology",2,"Grayquest Education Finance Pvt Ltd",0,"Other"
"Grayquest Education Finance Pvt Ltd","India","Technology",2022-12-13,2,"Expansion","Undisclosed Firm","Undisclosed Fund",0,0,4,0,0,4,2022,"Technology",2,"Grayquest Education Finance Pvt Ltd",0,"Other"
"Grayquest Education Finance Pvt Ltd","India","Technology",2022-12-13,2,"Expansion","Undisclosed Firm","Undisclosed Fund",0,0,4,0,0,4,2022,"Technology",2,"Grayquest Education Finance Pvt Ltd",0,"Other"
"Grayquest Education Finance Pvt Ltd","India","Technology",2023-03-09,3,"Expansion","Pravega Ventures","Pravega Ventures- Unspecified Fund",1,0,7,0,0,7,2023,"Technology",3,"Grayquest Education Finance Pvt Ltd",1,"Other"
"Grayquest Education Finance Pvt Ltd","India","Technology",2023-03-09,3,"Expansion","Undisclosed Firm","Undisclosed Fund",1,0,7,0,0,7,2023,"Technology",3,"Grayquest Education Finance Pvt Ltd",1,"Other"
"Grayquest Education Finance Pvt Ltd","India","Technology",2023-03-09,3,"Expansion","Undisclosed Firm","Undisclosed Fund",1,0,7,0,0,7,2023,"Technology",3,"Grayquest Education Finance Pvt Ltd",1,"Other"
"Grayquest Education Finance Pvt Ltd","India","Technology",2023-03-09,3,"Expansion","Undisclosed Firm","Undisclosed Fund",1,0,7,0,0,7,2023,"Technology",3,"Grayquest Education Finance Pvt Ltd",1,"Other"
"Grayquest Education Finance Pvt Ltd","India","Technology",2023-03-09,3,"Expansion","Undisclosed Firm","Undisclosed Fund",1,0,7,0,0,7,2023,"Technology",3,"Grayquest Education Finance Pvt Ltd",1,"Other"
"Grayquest Education Finance Pvt Ltd","India","Technology",2023-03-09,3,"Expansion","Undisclosed Firm","Undisclosed Fund",1,0,7,0,0,7,2023,"Technology",3,"Grayquest Education Finance Pvt Ltd",1,"Other"
"Grayquest Education Finance Pvt Ltd","India","Technology",2023-03-09,3,"Expansion","Undisclosed Firm","Undisclosed Fund",1,0,7,0,0,7,2023,"Technology",3,"Grayquest Education Finance Pvt Ltd",1,"Other"
"Grayquest Education Finance Pvt Ltd","India","Technology",2023-03-09,3,"Expansion","Undisclosed Firm","Undisclosed Fund",1,0,7,0,0,7,2023,"Technology",3,"Grayquest Education Finance Pvt Ltd",1,"Other"
"Great Eastern Shipping Company Ltd","India","Energy",2012-01-09,1,"PIPE","Undisclosed Firm","Undisclosed Fund",0,0,0,0,0,0,2012,"Energy",1,"Great Eastern Shipping Company Ltd",0,"Other"
"Great Software Laboratory Pvt Ltd","India","Technology",2021-11-09,1,"LBO","Kedaara Capital Investment Managers Ltd","Kedaara Capital III Ltd",0,0,0,0,0,0,2021,"Technology",1,"Great Software Laboratory Pvt Ltd",0,"Other"
"Greaves Electric Mobility Pvt Ltd","India","Consumer Cyclicals",2013-06-26,1,"Expansion","Axon Partners Group Investment SGEIC","India Opportunities Fund I",5,5,5,0,0,5,2013,"Consumer Cyclicals",1,"Greaves Electric Mobility Pvt Ltd",5,"Other"
"Greaves Electric Mobility Pvt Ltd","India","Consumer Cyclicals",2013-07-15,2,"Expansion","Axon Partners Group Investment SGEIC","India Opportunities Fund I",2,0,3,0,0,3,2013,"Consumer Cyclicals",2,"Greaves Electric Mobility Pvt Ltd",2,"Other"
"Greaves Electric Mobility Pvt Ltd","India","Consumer Cyclicals",2013-07-15,2,"Expansion","Forum Synergies India Pe Fund Managers Pvt Ltd","Forum Synergies - Unspecified Fund",2,0,3,0,0,3,2013,"Consumer Cyclicals",2,"Greaves Electric Mobility Pvt Ltd",2,"Other"
"Green Agrevolution Pvt Ltd","India","Technology",2019-03-17,1,"Expansion","Omnivore Capital Management Advisors Private Ltd","Omnivore Capital Management Advisors Private Limited - UF",2,0,4,0,0,4,2019,"Technology",1,"Green Agrevolution Pvt Ltd",2,"Other"
"Green Agrevolution Pvt Ltd","India","Technology",2019-03-17,1,"Expansion","Undisclosed Firm","Undisclosed Fund",2,0,4,0,0,4,2019,"Technology",1,"Green Agrevolution Pvt Ltd",2,"Other"
"Green Boulevard","India","Real Estate",2007-12-31,1,"Real Estate","Kotak Alternate Asset Managers Limited","Kotak India Real Estate Fund - I",0,0,0,0,0,0,2007,"Real Estate",1,"Green Boulevard",0,"Other"
"Green India Building Systems and Services PvtLtd","India","Industrials",2015-04-29,2,"Expansion","Centre For Innovation Incubation & entrepreneurship","Infuse Ventures",0,0,0,0,0,0,2015,"Industrials",2,"Green India Building Systems and Services PvtLtd",0,"Other"
"Green India Building Systems and Services PvtLtd","India","Industrials",2015-08-12,3,"Expansion","Centre For Innovation Incubation & entrepreneurship","Infuse Ventures",0,0,0,0,0,0,2015,"Industrials",3,"Green India Building Systems and Services PvtLtd",0,"Other"
"Green India Building Systems and Services PvtLtd","India","Industrials",2015-08-12,3,"Expansion","responsAbility Investments AG","responsAbility Social Investments AG - Unspecified Fund",0,0,0,0,0,0,2015,"Industrials",3,"Green India Building Systems and Services PvtLtd",0,"Other"
"Green Infra Ltd","India","Energy",2009-09-16,2,"Acquisition for Expansion","IDFC Alternatives Ltd","IDFC Alternatives, Ltd. - Unspecified Fund",37,37,37,0,0,37,2009,"Energy",2,"Green Infra Ltd",37,"Other"
"Greencell Mobility Pvt Ltd","India","Industrials",2022-11-07,1,"Acquisition","Asian Development Bank","Asian Development Bank - Unspecified Fund",18,0,55,0,0,55,2022,"Industrials",1,"Greencell Mobility Pvt Ltd",18,"Other"
"Greencell Mobility Pvt Ltd","India","Industrials",2022-11-07,1,"Acquisition","Undisclosed Firm","Undisclosed Fund",18,0,55,0,0,55,2022,"Industrials",1,"Greencell Mobility Pvt Ltd",18,"Other"
"Greencell Mobility Pvt Ltd","India","Industrials",2022-11-07,1,"Acquisition","Undisclosed Firm","Undisclosed Fund",18,0,55,0,0,55,2022,"Industrials",1,"Greencell Mobility Pvt Ltd",18,"Other"
"Greenday Farmer Solutions Pvt Ltd","India","Consumer Non-Cyclicals",2024-06-03,1,"Expansion","Undisclosed Firm","Undisclosed Fund",0,0,0,0,0,0,2024,"Consumer Non-Cyclicals",1,"Greenday Farmer Solutions Pvt Ltd",0,"Other"
"Greenizon Agritech Consultancy Pvt Ltd","India","Technology",2021-05-31,3,"Expansion","Arkam Ventures","Arkam Ventures Fund I",3,0,30,0,0,30,2021,"Technology",3,"Greenizon Agritech Consultancy Pvt Ltd",3,"Other"
"Greenizon Agritech Consultancy Pvt Ltd","India","Technology",2021-05-31,3,"Expansion","Better Capital Management LLC","Better Capital+Labs- Unspecified Fund",3,0,30,0,0,30,2021,"Technology",3,"Greenizon Agritech Consultancy Pvt Ltd",3,"Other"
"Greenizon Agritech Consultancy Pvt Ltd","India","Technology",2021-05-31,3,"Expansion","Blacksoil Capital Pvt Ltd","BlackSoil Capital- Unspecified Fund",3,0,30,0,0,30,2021,"Technology",3,"Greenizon Agritech Consultancy Pvt Ltd",3,"Other"
"Greenizon Agritech Consultancy Pvt Ltd","India","Technology",2021-05-31,3,"Expansion","Blume Venture Advisors Pvt Ltd","Blume Venture Advisors - Unspecified Fund",3,0,30,0,0,30,2021,"Technology",3,"Greenizon Agritech Consultancy Pvt Ltd",3,"Other"
"Greenizon Agritech Consultancy Pvt Ltd","India","Technology",2021-05-31,3,"Expansion","Mirae Asset Venture Investment Co Ltd","Mirae Asset Venture Investment- Unspecified Fund",3,0,30,0,0,30,2021,"Technology",3,"Greenizon Agritech Consultancy Pvt Ltd",3,"Other"
"Greenizon Agritech Consultancy Pvt Ltd","India","Technology",2021-05-31,3,"Expansion","Nabventures Ltd","Nabventures Fund I",3,0,30,0,0,30,2021,"Technology",3,"Greenizon Agritech Consultancy Pvt Ltd",3,"Other"
"Greenizon Agritech Consultancy Pvt Ltd","India","Technology",2021-05-31,3,"Expansion","Prophetic Ventures","Prophetic Ventures - Unspecified Fund",3,0,30,0,0,30,2021,"Technology",3,"Greenizon Agritech Consultancy Pvt Ltd",3,"Other"
"Greenizon Agritech Consultancy Pvt Ltd","India","Technology",2021-05-31,3,"Expansion","Stride Ventures","Stride Venture India Debt Fund I",3,0,30,0,0,30,2021,"Technology",3,"Greenizon Agritech Consultancy Pvt Ltd",3,"Other"
"Greenizon Agritech Consultancy Pvt Ltd","India","Technology",2021-05-31,3,"Expansion","Syngenta Ventures","Syngenta Ventures - Unspecified Fund",3,0,30,0,0,30,2021,"Technology",3,"Greenizon Agritech Consultancy Pvt Ltd",3,"Other"
"Greenizon Agritech Consultancy Pvt Ltd","India","Technology",2021-05-31,3,"Expansion","Trifecta Capital Partners Ltd","Trifecta Capital Fund II",3,0,30,0,0,30,2021,"Technology",3,"Greenizon Agritech Consultancy Pvt Ltd",3,"Other"
"Greenizon Agritech Consultancy Pvt Ltd","India","Technology",2021-05-31,3,"Expansion","Undisclosed Firm","Undisclosed Fund",3,0,30,0,0,30,2021,"Technology",3,"Greenizon Agritech Consultancy Pvt Ltd",3,"Other"
"Greenizon Agritech Consultancy Pvt Ltd","India","Technology",2022-07-28,4,"Bridge Loan","Alteria Capital Advisors Llp","Alteria Capital Fund II",0,0,0,0,0,0,2022,"Technology",4,"Greenizon Agritech Consultancy Pvt Ltd",0,"Other"
"Greenizon Agritech Consultancy Pvt Ltd","India","Technology",2022-07-28,4,"Bridge Loan","Undisclosed Firm","Undisclosed Fund",0,0,0,0,0,0,2022,"Technology",4,"Greenizon Agritech Consultancy Pvt Ltd",0,"Other"
"Greenizon Agritech Consultancy Pvt Ltd","India","Technology",2022-07-28,4,"Bridge Loan","Undisclosed Firm","Undisclosed Fund",0,0,0,0,0,0,2022,"Technology",4,"Greenizon Agritech Consultancy Pvt Ltd",0,"Other"
"Greenizon Agritech Consultancy Pvt Ltd","India","Technology",2022-07-29,5,"Expansion","Arkam Ventures","Arkam Ventures Fund II",11,0,50,0,0,50,2022,"Technology",5,"Greenizon Agritech Consultancy Pvt Ltd",11,"Other"
"Greenizon Agritech Consultancy Pvt Ltd","India","Technology",2022-07-29,5,"Expansion","Blume Venture Advisors Pvt Ltd","Blume Venture Advisors - Unspecified Fund",4,4,50,0,0,50,2022,"Technology",5,"Greenizon Agritech Consultancy Pvt Ltd",4,"Other"
"Greenizon Agritech Consultancy Pvt Ltd","India","Technology",2022-07-29,5,"Expansion","Gmo Venturepartners Co Ltd","GMO Venture Partners - Unspecified Fund",2,2,50,0,0,50,2022,"Technology",5,"Greenizon Agritech Consultancy Pvt Ltd",2,"Other"
"Greenizon Agritech Consultancy Pvt Ltd","India","Technology",2022-07-29,5,"Expansion","KK DG Daiwa Ventures","DG Lab Fund II E.L.P. Cayman",2,2,50,0,0,50,2022,"Technology",5,"Greenizon Agritech Consultancy Pvt Ltd",2,"Other"
"Greenizon Agritech Consultancy Pvt Ltd","India","Technology",2022-07-29,5,"Expansion","Mirae Asset Venture Investment Co Ltd","Mirae Asset Venture Investment- Unspecified Fund",3,3,50,0,0,50,2022,"Technology",5,"Greenizon Agritech Consultancy Pvt Ltd",3,"Other"
"Greenizon Agritech Consultancy Pvt Ltd","India","Technology",2022-07-29,5,"Expansion","Snow Leopard Technology Ventures LLP","Snow Leopard Technology Ventures - Unspecified Fund",11,0,50,0,0,50,2022,"Technology",5,"Greenizon Agritech Consultancy Pvt Ltd",11,"Other"
