"deal_id","company","sector","stage","investment_year","deal_value","deal_size_category"
1,"1MG Technologies Pvt Ltd","Consumer Cyclicals",5,2019,5,"Micro (<$10M)"
2,"1MG Technologies Pvt Ltd","Consumer Cyclicals",5,2019,5,"Micro (<$10M)"
3,"1MG Technologies Pvt Ltd","Consumer Cyclicals",5,2019,5,"Micro (<$10M)"
4,"1MG Technologies Pvt Ltd","Consumer Cyclicals",5,2019,5,"Micro (<$10M)"
5,"1MG Technologies Pvt Ltd","Consumer Cyclicals",5,2019,5,"Micro (<$10M)"
6,"1MG Technologies Pvt Ltd","Consumer Cyclicals",5,2019,5,"Micro (<$10M)"
7,"1MG Technologies Pvt Ltd","Consumer Cyclicals",5,2019,5,"Micro (<$10M)"
8,"1MG Technologies Pvt Ltd","Consumer Cyclicals",5,2019,5,"Micro (<$10M)"
9,"1MG Technologies Pvt Ltd","Consumer Cyclicals",6,2019,9,"Micro (<$10M)"
10,"1MG Technologies Pvt Ltd","Consumer Cyclicals",6,2019,9,"Micro (<$10M)"
11,"1MG Technologies Pvt Ltd","Consumer Cyclicals",6,2019,9,"Micro (<$10M)"
12,"1MG Technologies Pvt Ltd","Consumer Cyclicals",6,2019,9,"Micro (<$10M)"
13,"1MG Technologies Pvt Ltd","Consumer Cyclicals",6,2019,9,"Micro (<$10M)"
14,"1MG Technologies Pvt Ltd","Consumer Cyclicals",6,2019,9,"Micro (<$10M)"
15,"1MG Technologies Pvt Ltd","Consumer Cyclicals",6,2019,9,"Micro (<$10M)"
16,"1MG Technologies Pvt Ltd","Consumer Cyclicals",6,2019,9,"Micro (<$10M)"
17,"1MG Technologies Pvt Ltd","Consumer Cyclicals",7,2022,1,"Micro (<$10M)"
18,"1MG Technologies Pvt Ltd","Consumer Cyclicals",7,2022,32,"Small ($10-50M)"
19,"1MG Technologies Pvt Ltd","Consumer Cyclicals",7,2022,2,"Micro (<$10M)"
20,"1MG Technologies Pvt Ltd","Consumer Cyclicals",7,2022,2,"Micro (<$10M)"
21,"1MG Technologies Pvt Ltd","Consumer Cyclicals",7,2022,2,"Micro (<$10M)"
22,"1MG Technologies Pvt Ltd","Consumer Cyclicals",7,2022,2,"Micro (<$10M)"
23,"1t9 Technology Pvt Ltd","Financials",5,2024,1,"Micro (<$10M)"
24,"1t9 Technology Pvt Ltd","Financials",5,2024,1,"Micro (<$10M)"
25,"1t9 Technology Pvt Ltd","Financials",5,2024,1,"Micro (<$10M)"
26,"1t9 Technology Pvt Ltd","Financials",5,2024,1,"Micro (<$10M)"
27,"1t9 Technology Pvt Ltd","Financials",5,2024,1,"Micro (<$10M)"
28,"1t9 Technology Pvt Ltd","Financials",5,2024,1,"Micro (<$10M)"
29,"1t9 Technology Pvt Ltd","Financials",5,2024,1,"Micro (<$10M)"
30,"247 Learning Solutions Pvt  Ltd (Aka  24x7 Learning)","Technology",1,2007,4,"Micro (<$10M)"
31,"3C Residential Project","Consumer Cyclicals",1,2012,30,"Small ($10-50M)"
32,"3M India Ltd","Consumer Non-Cyclicals",1,2005,109,"Large ($100-500M)"
33,"4Basecare Genomics Pvt Ltd","Healthcare",2,2024,3,"Micro (<$10M)"
34,"4Basecare Genomics Pvt Ltd","Healthcare",2,2024,3,"Micro (<$10M)"
35,"4Basecare Genomics Pvt Ltd","Healthcare",3,2024,0,"Micro (<$10M)"
36,"5c Network Pvt Ltd","Healthcare",1,2020,1,"Micro (<$10M)"
37,"5c Network Pvt Ltd","Healthcare",1,2020,1,"Micro (<$10M)"
38,"5c Network Pvt Ltd","Healthcare",2,2022,3,"Micro (<$10M)"
39,"5c Network Pvt Ltd","Healthcare",3,2022,2,"Micro (<$10M)"
40,"5c Network Pvt Ltd","Healthcare",3,2022,2,"Micro (<$10M)"
41,"5c Network Pvt Ltd","Healthcare",3,2022,2,"Micro (<$10M)"
42,"60 Decibels Inc","Consumer Cyclicals",1,2021,0,"Micro (<$10M)"
43,"63Ideas Infolabs Pvt Ltd","Technology",4,2019,100,"Large ($100-500M)"
44,"63Ideas Infolabs Pvt Ltd","Technology",6,2019,0,"Micro (<$10M)"
45,"63Ideas Infolabs Pvt Ltd","Technology",6,2019,0,"Micro (<$10M)"
46,"63Ideas Infolabs Pvt Ltd","Technology",8,2020,5,"Micro (<$10M)"
47,"63Ideas Infolabs Pvt Ltd","Technology",8,2020,5,"Micro (<$10M)"
48,"63Ideas Infolabs Pvt Ltd","Technology",9,2020,0,"Micro (<$10M)"
49,"63Ideas Infolabs Pvt Ltd","Technology",9,2020,0,"Micro (<$10M)"
50,"63Ideas Infolabs Pvt Ltd","Technology",10,2022,74,"Medium ($50-100M)"
51,"63Ideas Infolabs Pvt Ltd","Technology",10,2022,74,"Medium ($50-100M)"
52,"7 Classes","Academic & Educational Services",1,2020,0,"Micro (<$10M)"
53,"99 Algorithms Pvt Ltd","Technology",1,2020,1,"Micro (<$10M)"
54,"99 Algorithms Pvt Ltd","Technology",1,2020,1,"Micro (<$10M)"
55,"99 Algorithms Pvt Ltd","Technology",1,2020,1,"Micro (<$10M)"
56,"99 Algorithms Pvt Ltd","Technology",1,2020,1,"Micro (<$10M)"
57,"9X Media Pvt., Ltd.","Consumer Cyclicals",1,2007,0,"Micro (<$10M)"
58,"9X Media Pvt., Ltd.","Consumer Cyclicals",1,2007,0,"Micro (<$10M)"
59,"9X Media Pvt., Ltd.","Consumer Cyclicals",1,2007,0,"Micro (<$10M)"
60,"9X Media Pvt., Ltd.","Consumer Cyclicals",1,2007,0,"Micro (<$10M)"
61,"9X Media Pvt., Ltd.","Consumer Cyclicals",2,2010,0,"Micro (<$10M)"
62,"A K Capital Services Ltd","Financials",1,2007,0,"Micro (<$10M)"
63,"A K Capital Services Ltd","Financials",1,2007,9,"Micro (<$10M)"
64,"A Little World Pvt  Ltd","Financials",1,2007,2,"Micro (<$10M)"
65,"A&A Dukaan Financial Services Pvt Ltd","Technology",1,2011,6,"Micro (<$10M)"
66,"A&A Dukaan Financial Services Pvt Ltd","Technology",2,2014,7,"Micro (<$10M)"
67,"A&A Dukaan Financial Services Pvt Ltd","Technology",2,2014,7,"Micro (<$10M)"
68,"A&A Dukaan Financial Services Pvt Ltd","Technology",3,2015,12,"Small ($10-50M)"
69,"A&A Dukaan Financial Services Pvt Ltd","Technology",3,2015,12,"Small ($10-50M)"
70,"A&A Dukaan Financial Services Pvt Ltd","Technology",3,2015,12,"Small ($10-50M)"
71,"A&A Dukaan Financial Services Pvt Ltd","Technology",3,2015,12,"Small ($10-50M)"
72,"A&A Dukaan Financial Services Pvt Ltd","Technology",3,2015,12,"Small ($10-50M)"
73,"A2 Media Pvt Ltd","Technology",1,2011,5,"Micro (<$10M)"
74,"A2Z Maintenance & Engineering Services Pvt., Ltd.","Industrials",1,2007,19,"Small ($10-50M)"
75,"A2Z Maintenance & Engineering Services Pvt., Ltd.","Industrials",2,2009,16,"Small ($10-50M)"
76,"A2Z Maintenance & Engineering Services Pvt., Ltd.","Industrials",2,2009,16,"Small ($10-50M)"
77,"A4 Hospitals & Fertility Centre Pvt Ltd","Healthcare",1,2024,0,"Micro (<$10M)"
78,"Aadhaar Wholesale Trading and Distribution Ltd","Consumer Non-Cyclicals",1,2014,8,"Micro (<$10M)"
79,"Aadhar Housing Finance Ltd","Financials",1,2019,115,"Large ($100-500M)"
80,"Aadhar Housing Finance Ltd","Financials",2,2024,6,"Micro (<$10M)"
81,"Aadventure Infotech Pvt Ltd","Technology",1,2020,0,"Micro (<$10M)"
82,"Aahaa Stores Pvt Ltd","Technology",2,2017,1,"Micro (<$10M)"
83,"Aahaa Stores Pvt Ltd","Technology",3,2018,2,"Micro (<$10M)"
84,"Aakash Educational Services Limited","Academic & Educational Services",1,2019,0,"Micro (<$10M)"
85,"Aakash Educational Services Limited","Academic & Educational Services",2,2020,0,"Micro (<$10M)"
86,"Aamdhane Private Ltd","Technology",1,2024,0,"Micro (<$10M)"
87,"Aamdhane Private Ltd","Technology",1,2024,0,"Micro (<$10M)"
88,"Aamdhane Private Ltd","Technology",1,2024,0,"Micro (<$10M)"
89,"Aanswr Fashions Pvt Ltd","Consumer Cyclicals",1,2024,0,"Micro (<$10M)"
90,"Aanswr Fashions Pvt Ltd","Consumer Cyclicals",1,2024,0,"Micro (<$10M)"
91,"Aanswr Fashions Pvt Ltd","Consumer Cyclicals",1,2024,0,"Micro (<$10M)"
92,"Aanswr Fashions Pvt Ltd","Consumer Cyclicals",1,2024,0,"Micro (<$10M)"
93,"Aanswr Fashions Pvt Ltd","Consumer Cyclicals",1,2024,0,"Micro (<$10M)"
94,"Aanswr Fashions Pvt Ltd","Consumer Cyclicals",1,2024,0,"Micro (<$10M)"
95,"Aanswr Fashions Pvt Ltd","Consumer Cyclicals",1,2024,0,"Micro (<$10M)"
96,"Aanswr Fashions Pvt Ltd","Consumer Cyclicals",1,2024,0,"Micro (<$10M)"
97,"Aanswr Fashions Pvt Ltd","Consumer Cyclicals",1,2024,0,"Micro (<$10M)"
98,"Aanswr Fashions Pvt Ltd","Consumer Cyclicals",1,2024,0,"Micro (<$10M)"
99,"Aarthi Scans Pvt Ltd","Healthcare",1,2022,0,"Micro (<$10M)"
100,"Aavas Financiers Ltd","Financials",1,2016,0,"Micro (<$10M)"
101,"Aavas Financiers Ltd","Financials",1,2016,0,"Micro (<$10M)"
102,"Aavas Financiers Ltd","Financials",1,2016,0,"Micro (<$10M)"
103,"Aavas Financiers Ltd","Financials",3,2024,0,"Micro (<$10M)"
104,"Aayuv Technologies Pvt Ltd","Technology",3,2019,1,"Micro (<$10M)"
105,"Aayuv Technologies Pvt Ltd","Technology",3,2019,1,"Micro (<$10M)"
106,"Aayuv Technologies Pvt Ltd","Technology",3,2019,1,"Micro (<$10M)"
107,"Aayuv Technologies Pvt Ltd","Technology",3,2019,1,"Micro (<$10M)"
108,"Aayuv Technologies Pvt Ltd","Technology",4,2022,3,"Micro (<$10M)"
109,"Aayuv Technologies Pvt Ltd","Technology",4,2022,3,"Micro (<$10M)"
110,"Aayuv Technologies Pvt Ltd","Technology",4,2022,3,"Micro (<$10M)"
111,"Aayuv Technologies Pvt Ltd","Technology",4,2022,3,"Micro (<$10M)"
112,"Aayuv Technologies Pvt Ltd","Technology",4,2022,3,"Micro (<$10M)"
113,"Aayuv Technologies Pvt Ltd","Technology",4,2022,3,"Micro (<$10M)"
114,"Aban Offshore Ltd","Energy",1,2012,5,"Micro (<$10M)"
115,"Abee Research Labs Pvt. Ltd","Technology",2,2023,1,"Micro (<$10M)"
116,"Abee Research Labs Pvt. Ltd","Technology",2,2023,1,"Micro (<$10M)"
117,"Abee Research Labs Pvt. Ltd","Technology",2,2023,1,"Micro (<$10M)"
118,"Abee Research Labs Pvt. Ltd","Technology",2,2023,1,"Micro (<$10M)"
119,"Abee Research Labs Pvt. Ltd","Technology",2,2023,1,"Micro (<$10M)"
120,"Abg Motors","Industrials",1,2007,15,"Small ($10-50M)"
121,"ABG Shipyard Ltd","Industrials",1,2005,7,"Micro (<$10M)"
122,"ABG Shipyard Ltd","Industrials",1,2005,20,"Small ($10-50M)"
123,"ABG Shipyard Ltd","Industrials",1,2005,5,"Micro (<$10M)"
124,"ABG Shipyard Ltd","Industrials",2,2012,3,"Micro (<$10M)"
125,"Abhay Cotex Pvt Ltd","Consumer Cyclicals",1,2011,6,"Micro (<$10M)"
126,"Abhi Loans","Technology",1,2022,0,"Micro (<$10M)"
127,"Abhi Loans","Technology",1,2022,0,"Micro (<$10M)"
128,"Abhi Loans","Technology",1,2022,0,"Micro (<$10M)"
129,"Abita Innovations Pvt Ltd","Healthcare",2,2024,2,"Micro (<$10M)"
130,"Abita Innovations Pvt Ltd","Healthcare",2,2024,2,"Micro (<$10M)"
131,"Abita Innovations Pvt Ltd","Healthcare",2,2024,2,"Micro (<$10M)"
132,"ACB (India) Ltd","Energy",1,2006,1,"Micro (<$10M)"
133,"ACB (India) Ltd","Energy",2,2007,1,"Micro (<$10M)"
134,"Accelerated Learning Edutech Pvt Ltd","Academic & Educational Services",2,2020,1,"Micro (<$10M)"
135,"Accelero Vehicles India Pvt Ltd","Consumer Cyclicals",1,2022,0,"Micro (<$10M)"
136,"Accelero Vehicles India Pvt Ltd","Consumer Cyclicals",1,2022,0,"Micro (<$10M)"
137,"Accelyst Solutions Pvt Ltd","Technology",2,2012,4,"Micro (<$10M)"
138,"Accelyst Solutions Pvt Ltd","Technology",3,2014,11,"Small ($10-50M)"
139,"Accelyst Solutions Pvt Ltd","Technology",3,2014,11,"Small ($10-50M)"
140,"Accelyst Solutions Pvt Ltd","Technology",3,2014,11,"Small ($10-50M)"
141,"Accelyst Solutions Pvt Ltd","Technology",4,2015,16,"Small ($10-50M)"
142,"Accelyst Solutions Pvt Ltd","Technology",4,2015,16,"Small ($10-50M)"
143,"Accelyst Solutions Pvt Ltd","Technology",4,2015,16,"Small ($10-50M)"
144,"Accelyst Solutions Pvt Ltd","Technology",4,2015,16,"Small ($10-50M)"
145,"Accelyst Solutions Pvt Ltd","Technology",4,2015,16,"Small ($10-50M)"
146,"Accentia Technologies Ltd (CN)","Healthcare",1,2009,0,"Micro (<$10M)"
147,"Accentia Technologies Ltd (CN)","Healthcare",2,2012,0,"Micro (<$10M)"
148,"Accentia Technologies Ltd (CN)","Healthcare",2,2012,0,"Micro (<$10M)"
149,"Accentia Technologies Ltd (CN)","Healthcare",2,2012,0,"Micro (<$10M)"
150,"Accerank Softwares Pvt Ltd","Technology",1,2021,0,"Micro (<$10M)"
151,"Accerank Softwares Pvt Ltd","Technology",1,2021,0,"Micro (<$10M)"
152,"Accerank Softwares Pvt Ltd","Technology",1,2021,0,"Micro (<$10M)"
153,"Accerank Softwares Pvt Ltd","Technology",1,2021,0,"Micro (<$10M)"
154,"Accerank Softwares Pvt Ltd","Technology",1,2021,0,"Micro (<$10M)"
155,"Accerank Softwares Pvt Ltd","Technology",1,2021,0,"Micro (<$10M)"
156,"Acculi Labs Pvt Ltd","Healthcare",2,2024,2,"Micro (<$10M)"
157,"Accutest Research Lab I Pvt Ltd","Healthcare",1,2006,4,"Micro (<$10M)"
158,"Accutest Research Lab I Pvt Ltd","Healthcare",2,2010,0,"Micro (<$10M)"
159,"Ace Refractories","Basic Materials",1,2005,0,"Micro (<$10M)"
160,"Ace Turtle Pte Ltd","Consumer Cyclicals",1,2017,3,"Micro (<$10M)"
161,"Ace Turtle Pte Ltd","Consumer Cyclicals",1,2017,3,"Micro (<$10M)"
162,"Ace Turtle Pte Ltd","Consumer Cyclicals",2,2017,0,"Micro (<$10M)"
163,"Achindra Online Marketing Pvt Ltd","Consumer Cyclicals",2,2013,0,"Micro (<$10M)"
164,"Achindra Online Marketing Pvt Ltd","Consumer Cyclicals",2,2013,0,"Micro (<$10M)"
165,"Achindra Online Marketing Pvt Ltd","Consumer Cyclicals",2,2013,0,"Micro (<$10M)"
166,"ACKO Technology & Services Pvt Ltd","Financials",6,2022,42,"Small ($10-50M)"
167,"ACKO Technology & Services Pvt Ltd","Financials",6,2022,42,"Small ($10-50M)"
168,"ACKO Technology & Services Pvt Ltd","Financials",6,2022,42,"Small ($10-50M)"
169,"ACKO Technology & Services Pvt Ltd","Financials",6,2022,42,"Small ($10-50M)"
170,"ACKO Technology & Services Pvt Ltd","Financials",6,2022,42,"Small ($10-50M)"
171,"ACKO Technology & Services Pvt Ltd","Financials",6,2022,42,"Small ($10-50M)"
172,"ACKO Technology & Services Pvt Ltd","Financials",7,2022,0,"Micro (<$10M)"
173,"ACKO Technology & Services Pvt Ltd","Financials",8,2023,0,"Micro (<$10M)"
174,"ACKO Technology & Services Pvt Ltd","Financials",8,2023,0,"Micro (<$10M)"
175,"ACKO Technology & Services Pvt Ltd","Financials",9,2023,0,"Micro (<$10M)"
176,"ACKO Technology & Services Pvt Ltd","Financials",10,2024,0,"Micro (<$10M)"
177,"Acme Formulation Pvt Ltd","Healthcare",1,2021,145,"Large ($100-500M)"
178,"Actartly Technology Pvt Ltd","Technology",3,2024,0,"Micro (<$10M)"
179,"Actartly Technology Pvt Ltd","Technology",4,2024,1,"Micro (<$10M)"
180,"Actartly Technology Pvt Ltd","Technology",4,2024,1,"Micro (<$10M)"
181,"Actartly Technology Pvt Ltd","Technology",4,2024,1,"Micro (<$10M)"
182,"Actartly Technology Pvt Ltd","Technology",4,2024,1,"Micro (<$10M)"
183,"Actartly Technology Pvt Ltd","Technology",4,2024,1,"Micro (<$10M)"
184,"Actartly Technology Pvt Ltd","Technology",4,2024,1,"Micro (<$10M)"
185,"Action Construction Equipment Ltd","Industrials",1,2006,3,"Micro (<$10M)"
186,"Action Construction Equipment Ltd","Industrials",2,2010,4,"Micro (<$10M)"
187,"Action Construction Equipment Ltd","Industrials",3,2011,1,"Micro (<$10M)"
188,"actoserba active wholesale Pvt Ltd","Consumer Cyclicals",4,2015,9,"Micro (<$10M)"
189,"actoserba active wholesale Pvt Ltd","Consumer Cyclicals",4,2015,9,"Micro (<$10M)"
190,"actoserba active wholesale Pvt Ltd","Consumer Cyclicals",4,2015,9,"Micro (<$10M)"
191,"actoserba active wholesale Pvt Ltd","Consumer Cyclicals",4,2015,9,"Micro (<$10M)"
192,"actoserba active wholesale Pvt Ltd","Consumer Cyclicals",5,2018,0,"Micro (<$10M)"
193,"Adani Capital Pvt Ltd","Financials",1,2023,0,"Micro (<$10M)"
194,"Adani Housing Finance Pvt Ltd","Financials",1,2023,0,"Micro (<$10M)"
195,"Adani Krishnapatnam Port Ltd","Industrials",1,2009,161,"Large ($100-500M)"
196,"Adani Ports Special Economic Zone Ltd","Industrials",1,2021,107,"Large ($100-500M)"
197,"Adani Power, Ltd.","Utilities",1,2007,0,"Micro (<$10M)"
198,"Adc Brands Pvt Ltd","Consumer Cyclicals",1,2021,0,"Micro (<$10M)"
199,"Adc Brands Pvt Ltd","Consumer Cyclicals",2,2023,0,"Micro (<$10M)"
200,"Adc Brands Pvt Ltd","Consumer Cyclicals",2,2023,0,"Micro (<$10M)"
201,"Adcock Ingram Healthcare Pvt Ltd","Healthcare",1,2016,0,"Micro (<$10M)"
202,"Adcount Technologies Pvt Ltd","Technology",1,2020,0,"Micro (<$10M)"
203,"Adcount Technologies Pvt Ltd","Technology",1,2020,0,"Micro (<$10M)"
204,"Adcount Technologies Pvt Ltd","Technology",1,2020,0,"Micro (<$10M)"
205,"Adcount Technologies Pvt Ltd","Technology",1,2020,0,"Micro (<$10M)"
206,"Adcount Technologies Pvt Ltd","Technology",1,2020,0,"Micro (<$10M)"
207,"Adcount Technologies Pvt Ltd","Technology",1,2020,0,"Micro (<$10M)"
208,"Adcount Technologies Pvt Ltd","Technology",2,2021,0,"Micro (<$10M)"
209,"Adcount Technologies Pvt Ltd","Technology",2,2021,0,"Micro (<$10M)"
210,"Adcount Technologies Pvt Ltd","Technology",2,2021,0,"Micro (<$10M)"
211,"Adcount Technologies Pvt Ltd","Technology",2,2021,0,"Micro (<$10M)"
212,"Adcount Technologies Pvt Ltd","Technology",2,2021,0,"Micro (<$10M)"
213,"Adcount Technologies Pvt Ltd","Technology",2,2021,0,"Micro (<$10M)"
214,"Adcount Technologies Pvt Ltd","Technology",2,2021,0,"Micro (<$10M)"
215,"Adcount Technologies Pvt Ltd","Technology",2,2021,0,"Micro (<$10M)"
216,"Adcount Technologies Pvt Ltd","Technology",2,2021,0,"Micro (<$10M)"
217,"Adcount Technologies Pvt Ltd","Technology",2,2021,0,"Micro (<$10M)"
218,"Adcount Technologies Pvt Ltd","Technology",3,2022,0,"Micro (<$10M)"
219,"Adcount Technologies Pvt Ltd","Technology",3,2022,0,"Micro (<$10M)"
220,"AddressHealth Solutions India Pvt Ltd","Healthcare",1,2014,0,"Micro (<$10M)"
221,"Adepto Solutions Pvt., Ltd.","Technology",1,2011,0,"Micro (<$10M)"
222,"Adepto Solutions Pvt., Ltd.","Technology",1,2011,0,"Micro (<$10M)"
223,"Adhyay Dev Pvt Ltd","Technology",1,2023,0,"Micro (<$10M)"
224,"Adigas Fast Food Pvt Ltd","Consumer Cyclicals",1,2012,0,"Micro (<$10M)"
225,"Aditya Birla Arc Ltd","Financials",1,2018,0,"Micro (<$10M)"
226,"Aditya Birla Health Insurance Co. Limited","Financials",1,2022,0,"Micro (<$10M)"
227,"Aditya Birla Telecom Ltd","Technology",1,2009,0,"Micro (<$10M)"
228,"Adlabs Entertainment Ltd","Consumer Cyclicals",1,2013,24,"Small ($10-50M)"
229,"Adloid Technologies Pvt Ltd","Technology",1,2021,1,"Micro (<$10M)"
230,"Adloid Technologies Pvt Ltd","Technology",1,2021,1,"Micro (<$10M)"
231,"Adloid Technologies Pvt Ltd","Technology",1,2021,1,"Micro (<$10M)"
232,"Adloid Technologies Pvt Ltd","Technology",1,2021,1,"Micro (<$10M)"
233,"Adloid Technologies Pvt Ltd","Technology",1,2021,1,"Micro (<$10M)"
234,"Adloid Technologies Pvt Ltd","Technology",1,2021,1,"Micro (<$10M)"
235,"Adloid Technologies Pvt Ltd","Technology",2,2022,0,"Micro (<$10M)"
236,"Adloid Technologies Pvt Ltd","Technology",3,2024,1,"Micro (<$10M)"
237,"Adloid Technologies Pvt Ltd","Technology",3,2024,1,"Micro (<$10M)"
238,"Adloid Technologies Pvt Ltd","Technology",3,2024,1,"Micro (<$10M)"
239,"Adloid Technologies Pvt Ltd","Technology",3,2024,1,"Micro (<$10M)"
240,"Adloid Technologies Pvt Ltd","Technology",3,2024,1,"Micro (<$10M)"
241,"ADM Agro Industries Kota & Akola Pvt Ltd","Consumer Non-Cyclicals",1,2009,0,"Micro (<$10M)"
242,"Adonmo Pvt Ltd","Consumer Cyclicals",2,2022,15,"Small ($10-50M)"
243,"Adonmo Pvt Ltd","Consumer Cyclicals",3,2024,1,"Micro (<$10M)"
244,"Adonmo Pvt Ltd","Consumer Cyclicals",3,2024,1,"Micro (<$10M)"
245,"Adonmo Pvt Ltd","Consumer Cyclicals",3,2024,1,"Micro (<$10M)"
246,"Adonmo Pvt Ltd","Consumer Cyclicals",3,2024,1,"Micro (<$10M)"
247,"Adonmo Pvt Ltd","Consumer Cyclicals",3,2024,1,"Micro (<$10M)"
248,"Adonmo Pvt Ltd","Consumer Cyclicals",3,2024,1,"Micro (<$10M)"
249,"Adonmo Pvt Ltd","Consumer Cyclicals",3,2024,1,"Micro (<$10M)"
250,"Adonmo Pvt Ltd","Consumer Cyclicals",3,2024,1,"Micro (<$10M)"
251,"Adonmo Pvt Ltd","Consumer Cyclicals",3,2024,0,"Micro (<$10M)"
252,"Adsolut Media","Technology",1,2024,0,"Micro (<$10M)"
253,"Advanced Enzyme Technologies Ltd","Basic Materials",1,2019,29,"Small ($10-50M)"
254,"Advanced Enzyme Technologies Ltd","Basic Materials",2,2020,15,"Small ($10-50M)"
255,"Advanced Enzyme Technologies Ltd","Basic Materials",3,2022,10,"Small ($10-50M)"
256,"Advenio Tecnosys Private Ltd","Healthcare",1,2016,0,"Micro (<$10M)"
257,"Adventity  Pvt Ltd","Industrials",1,2007,3,"Micro (<$10M)"
258,"Adventity  Pvt Ltd","Industrials",1,2007,3,"Micro (<$10M)"
259,"Adventity  Pvt Ltd","Industrials",1,2007,15,"Small ($10-50M)"
260,"Adventum Student Living Pvt Ltd","Technology",2,2023,3,"Micro (<$10M)"
261,"Adventum Student Living Pvt Ltd","Technology",2,2023,3,"Micro (<$10M)"
262,"Adventum Student Living Pvt Ltd","Technology",3,2024,2,"Micro (<$10M)"
263,"Adventum Student Living Pvt Ltd","Technology",3,2024,2,"Micro (<$10M)"
264,"Advergame Technologies Pvt Ltd","Technology",2,2020,1,"Micro (<$10M)"
265,"Advergame Technologies Pvt Ltd","Technology",2,2020,1,"Micro (<$10M)"
266,"Advergame Technologies Pvt Ltd","Technology",2,2020,1,"Micro (<$10M)"
267,"Aegeus Technologies Pvt Ltd","Industrials",1,2024,0,"Micro (<$10M)"
268,"Aegis Ltd","Technology",1,2017,0,"Micro (<$10M)"
269,"Aeon Learning Pvt Ltd","Academic & Educational Services",1,2018,10,"Small ($10-50M)"
270,"Aerchain","Technology",1,2021,2,"Micro (<$10M)"
271,"Aerchain","Technology",1,2021,2,"Micro (<$10M)"
272,"Aerostrovilos Energy Pvt Ltd","Industrials",1,2020,0,"Micro (<$10M)"
273,"Aesthetic Nutrition Pvt Ltd","Consumer Non-Cyclicals",3,2020,0,"Micro (<$10M)"
274,"Aesthetic Nutrition Pvt Ltd","Consumer Non-Cyclicals",3,2020,0,"Micro (<$10M)"
275,"Aesthetic Nutrition Pvt Ltd","Consumer Non-Cyclicals",3,2020,0,"Micro (<$10M)"
276,"Aether Industries Ltd","Basic Materials",1,2021,0,"Micro (<$10M)"
277,"Affinique Media Services Private Ltd","Industrials",1,2022,0,"Micro (<$10M)"
278,"Agile Electric Sub Assembly Private Ltd","Consumer Cyclicals",1,2013,0,"Micro (<$10M)"
279,"Agile Financial Technologies Pvt Ltd","Technology",1,2011,6,"Micro (<$10M)"
280,"Agile Parking Solutions Pvt Ltd","Technology",3,2021,3,"Micro (<$10M)"
281,"Agile Parking Solutions Pvt Ltd","Technology",3,2021,3,"Micro (<$10M)"
282,"Agilitas Sports Pvt Ltd","Consumer Cyclicals",1,2023,0,"Micro (<$10M)"
283,"Agilitas Sports Pvt Ltd","Consumer Cyclicals",1,2023,0,"Micro (<$10M)"
284,"Agilitas Sports Pvt Ltd","Consumer Cyclicals",2,2023,0,"Micro (<$10M)"
285,"Agilitas Sports Pvt Ltd","Consumer Cyclicals",3,2023,0,"Micro (<$10M)"
286,"Agilitas Sports Pvt Ltd","Consumer Cyclicals",4,2024,0,"Micro (<$10M)"
287,"Agnext Technologies Pvt Ltd","Technology",3,2021,7,"Micro (<$10M)"
288,"Agnext Technologies Pvt Ltd","Technology",3,2021,7,"Micro (<$10M)"
289,"Agnext Technologies Pvt Ltd","Technology",3,2021,7,"Micro (<$10M)"
290,"Agni Property Services Pvt Ltd","Real Estate",1,2010,6,"Micro (<$10M)"
291,"Agni Property Services Pvt Ltd","Real Estate",1,2010,6,"Micro (<$10M)"
292,"Agni Property Services Pvt Ltd","Real Estate",2,2011,2,"Micro (<$10M)"
293,"Agni Property Services Pvt Ltd","Real Estate",2,2011,2,"Micro (<$10M)"
294,"Agnikul Cosmos Pvt Ltd","Industrials",2,2021,1,"Micro (<$10M)"
295,"Agnikul Cosmos Pvt Ltd","Industrials",2,2021,1,"Micro (<$10M)"
296,"Agnikul Cosmos Pvt Ltd","Industrials",2,2021,1,"Micro (<$10M)"
297,"Agnikul Cosmos Pvt Ltd","Industrials",2,2021,1,"Micro (<$10M)"
298,"Agnikul Cosmos Pvt Ltd","Industrials",2,2021,1,"Micro (<$10M)"
299,"Agnikul Cosmos Pvt Ltd","Industrials",2,2021,1,"Micro (<$10M)"
300,"Agnikul Cosmos Pvt Ltd","Industrials",2,2021,1,"Micro (<$10M)"
301,"Agnikul Cosmos Pvt Ltd","Industrials",2,2021,1,"Micro (<$10M)"
302,"Agnikul Cosmos Pvt Ltd","Industrials",2,2021,1,"Micro (<$10M)"
303,"Agnikul Cosmos Pvt Ltd","Industrials",2,2021,1,"Micro (<$10M)"
304,"Agnikul Cosmos Pvt Ltd","Industrials",2,2021,1,"Micro (<$10M)"
305,"Agnikul Cosmos Pvt Ltd","Industrials",3,2022,7,"Micro (<$10M)"
306,"Agnikul Cosmos Pvt Ltd","Industrials",3,2022,7,"Micro (<$10M)"
307,"Agnikul Cosmos Pvt Ltd","Industrials",3,2022,7,"Micro (<$10M)"
308,"Agnikul Cosmos Pvt Ltd","Industrials",4,2023,3,"Micro (<$10M)"
309,"Agnikul Cosmos Pvt Ltd","Industrials",4,2023,3,"Micro (<$10M)"
310,"Agnikul Cosmos Pvt Ltd","Industrials",4,2023,3,"Micro (<$10M)"
